32x32 汉字点阵字库索引表 (按 Unicode 排序)
字符数量: 3755
固定尺寸: 32x32
字体: C:/Windows/Fonts/msyh.ttc
加粗半径: 0
反色: False

序号     字符   Unicode      偏移(Hex)      宽度     高度     pitch 
870    宝    0x00005B9D   0x0001B300     32     32     4     
871    实    0x00005B9E   0x0001B380     32     32     4     
872    宠    0x00005BA0   0x0001B400     32     32     4     
873    审    0x00005BA1   0x0001B480     32     32     4     
874    客    0x00005BA2   0x0001B500     32     32     4     
875    宣    0x00005BA3   0x0001B580     32     32     4     
876    室    0x00005BA4   0x0001B600     32     32     4     
877    宦    0x00005BA6   0x0001B680     32     32     4     
878    宪    0x00005BAA   0x0001B700     32     32     4     
879    宫    0x00005BAB   0x0001B780     32     32     4     
880    宰    0x00005BB0   0x0001B800     32     32     4     
881    害    0x00005BB3   0x0001B880     32     32     4     
882    宴    0x00005BB4   0x0001B900     32     32     4     
883    宵    0x00005BB5   0x0001B980     32     32     4     
884    家    0x00005BB6   0x0001BA00     32     32     4     
885    容    0x00005BB9   0x0001BA80     32     32     4     
886    宽    0x00005BBD   0x0001BB00     32     32     4     
887    宾    0x00005BBE   0x0001BB80     32     32     4     
888    宿    0x00005BBF   0x0001BC00     32     32     4     
889    寂    0x00005BC2   0x0001BC80     32     32     4     
890    寄    0x00005BC4   0x0001BD00     32     32     4     
891    寅    0x00005BC5   0x0001BD80     32     32     4     
892    密    0x00005BC6   0x0001BE00     32     32     4     
893    寇    0x00005BC7   0x0001BE80     32     32     4     
894    富    0x00005BCC   0x0001BF00     32     32     4     
895    寐    0x00005BD0   0x0001BF80     32     32     4     
896    寒    0x00005BD2   0x0001C000     32     32     4     
897    寓    0x00005BD3   0x0001C080     32     32     4     
898    寝    0x00005BDD   0x0001C100     32     32     4     
899    寞    0x00005BDE   0x0001C180     32     32     4     
900    察    0x00005BDF   0x0001C200     32     32     4     
901    寡    0x00005BE1   0x0001C280     32     32     4     
902    寥    0x00005BE5   0x0001C300     32     32     4     
903    寨    0x00005BE8   0x0001C380     32     32     4     
904    寸    0x00005BF8   0x0001C400     32     32     4     
905    对    0x00005BF9   0x0001C480     32     32     4     
906    寺    0x00005BFA   0x0001C500     32     32     4     
907    寻    0x00005BFB   0x0001C580     32     32     4     
908    导    0x00005BFC   0x0001C600     32     32     4     
909    寿    0x00005BFF   0x0001C680     32     32     4     
910    封    0x00005C01   0x0001C700     32     32     4     
911    射    0x00005C04   0x0001C780     32     32     4     
912    将    0x00005C06   0x0001C800     32     32     4     
913    尉    0x00005C09   0x0001C880     32     32     4     
914    尊    0x00005C0A   0x0001C900     32     32     4     
915    小    0x00005C0F   0x0001C980     32     32     4     
916    少    0x00005C11   0x0001CA00     32     32     4     
917    尔    0x00005C14   0x0001CA80     32     32     4     
918    尖    0x00005C16   0x0001CB00     32     32     4     
919    尘    0x00005C18   0x0001CB80     32     32     4     
920    尚    0x00005C1A   0x0001CC00     32     32     4     
921    尝    0x00005C1D   0x0001CC80     32     32     4     
922    尤    0x00005C24   0x0001CD00     32     32     4     
923    尧    0x00005C27   0x0001CD80     32     32     4     
924    就    0x00005C31   0x0001CE00     32     32     4     
925    尸    0x00005C38   0x0001CE80     32     32     4     
926    尹    0x00005C39   0x0001CF00     32     32     4     
927    尺    0x00005C3A   0x0001CF80     32     32     4     
928    尼    0x00005C3C   0x0001D000     32     32     4     
929    尽    0x00005C3D   0x0001D080     32     32     4     
930    尾    0x00005C3E   0x0001D100     32     32     4     
931    尿    0x00005C3F   0x0001D180     32     32     4     
932    局    0x00005C40   0x0001D200     32     32     4     
933    屁    0x00005C41   0x0001D280     32     32     4     
934    层    0x00005C42   0x0001D300     32     32     4     
935    居    0x00005C45   0x0001D380     32     32     4     
936    屈    0x00005C48   0x0001D400     32     32     4     
937    屉    0x00005C49   0x0001D480     32     32     4     
938    届    0x00005C4A   0x0001D500     32     32     4     
939    屋    0x00005C4B   0x0001D580     32     32     4     
940    屎    0x00005C4E   0x0001D600     32     32     4     
941    屏    0x00005C4F   0x0001D680     32     32     4     
942    屑    0x00005C51   0x0001D700     32     32     4     
943    展    0x00005C55   0x0001D780     32     32     4     
944    属    0x00005C5E   0x0001D800     32     32     4     
945    屠    0x00005C60   0x0001D880     32     32     4     
946    屡    0x00005C61   0x0001D900     32     32     4     
947    履    0x00005C65   0x0001D980     32     32     4     
948    屯    0x00005C6F   0x0001DA00     32     32     4     
949    山    0x00005C71   0x0001DA80     32     32     4     
950    屹    0x00005C79   0x0001DB00     32     32     4     
951    屿    0x00005C7F   0x0001DB80     32     32     4     
952    岁    0x00005C81   0x0001DC00     32     32     4     
953    岂    0x00005C82   0x0001DC80     32     32     4     
954    岔    0x00005C94   0x0001DD00     32     32     4     
955    岗    0x00005C97   0x0001DD80     32     32     4     
956    岛    0x00005C9B   0x0001DE00     32     32     4     
957    岩    0x00005CA9   0x0001DE80     32     32     4     
958    岭    0x00005CAD   0x0001DF00     32     32     4     
959    岳    0x00005CB3   0x0001DF80     32     32     4     
960    岸    0x00005CB8   0x0001E000     32     32     4     
961    岿    0x00005CBF   0x0001E080     32     32     4     
962    峙    0x00005CD9   0x0001E100     32     32     4     
963    峡    0x00005CE1   0x0001E180     32     32     4     
964    峦    0x00005CE6   0x0001E200     32     32     4     
965    峨    0x00005CE8   0x0001E280     32     32     4     
966    峪    0x00005CEA   0x0001E300     32     32     4     
967    峭    0x00005CED   0x0001E380     32     32     4     
968    峰    0x00005CF0   0x0001E400     32     32     4     
969    峻    0x00005CFB   0x0001E480     32     32     4     
970    崇    0x00005D07   0x0001E500     32     32     4     
971    崎    0x00005D0E   0x0001E580     32     32     4     
972    崔    0x00005D14   0x0001E600     32     32     4     
973    崖    0x00005D16   0x0001E680     32     32     4     
974    崩    0x00005D29   0x0001E700     32     32     4     
975    崭    0x00005D2D   0x0001E780     32     32     4     
976    嵌    0x00005D4C   0x0001E800     32     32     4     
977    巍    0x00005DCD   0x0001E880     32     32     4     
978    川    0x00005DDD   0x0001E900     32     32     4     
979    州    0x00005DDE   0x0001E980     32     32     4     
980    巡    0x00005DE1   0x0001EA00     32     32     4     
981    巢    0x00005DE2   0x0001EA80     32     32     4     
982    工    0x00005DE5   0x0001EB00     32     32     4     
983    左    0x00005DE6   0x0001EB80     32     32     4     
984    巧    0x00005DE7   0x0001EC00     32     32     4     
985    巨    0x00005DE8   0x0001EC80     32     32     4     
986    巩    0x00005DE9   0x0001ED00     32     32     4     
987    巫    0x00005DEB   0x0001ED80     32     32     4     
988    差    0x00005DEE   0x0001EE00     32     32     4     
989    己    0x00005DF1   0x0001EE80     32     32     4     
990    已    0x00005DF2   0x0001EF00     32     32     4     
991    巳    0x00005DF3   0x0001EF80     32     32     4     
992    巴    0x00005DF4   0x0001F000     32     32     4     
993    巷    0x00005DF7   0x0001F080     32     32     4     
994    巾    0x00005DFE   0x0001F100     32     32     4     
995    币    0x00005E01   0x0001F180     32     32     4     
996    市    0x00005E02   0x0001F200     32     32     4     
997    布    0x00005E03   0x0001F280     32     32     4     
998    帅    0x00005E05   0x0001F300     32     32     4     
999    帆    0x00005E06   0x0001F380     32     32     4     
1000   师    0x00005E08   0x0001F400     32     32     4     
1001   希    0x00005E0C   0x0001F480     32     32     4     
1002   帐    0x00005E10   0x0001F500     32     32     4     
1003   帕    0x00005E15   0x0001F580     32     32     4     
1004   帖    0x00005E16   0x0001F600     32     32     4     
1005   帘    0x00005E18   0x0001F680     32     32     4     
1006   帚    0x00005E1A   0x0001F700     32     32     4     
1007   帛    0x00005E1B   0x0001F780     32     32     4     
1008   帜    0x00005E1C   0x0001F800     32     32     4     
1009   帝    0x00005E1D   0x0001F880     32     32     4     
1010   带    0x00005E26   0x0001F900     32     32     4     
1011   帧    0x00005E27   0x0001F980     32     32     4     
1012   席    0x00005E2D   0x0001FA00     32     32     4     
1013   帮    0x00005E2E   0x0001FA80     32     32     4     
1014   常    0x00005E38   0x0001FB00     32     32     4     
1015   帽    0x00005E3D   0x0001FB80     32     32     4     
1016   幂    0x00005E42   0x0001FC00     32     32     4     
1017   幅    0x00005E45   0x0001FC80     32     32     4     
1018   幌    0x00005E4C   0x0001FD00     32     32     4     
1019   幕    0x00005E55   0x0001FD80     32     32     4     
1020   幢    0x00005E62   0x0001FE00     32     32     4     
1021   干    0x00005E72   0x0001FE80     32     32     4     
1022   平    0x00005E73   0x0001FF00     32     32     4     
1023   年    0x00005E74   0x0001FF80     32     32     4     
1024   并    0x00005E76   0x00020000     32     32     4     
1025   幸    0x00005E78   0x00020080     32     32     4     
1026   幻    0x00005E7B   0x00020100     32     32     4     
1027   幼    0x00005E7C   0x00020180     32     32     4     
1028   幽    0x00005E7D   0x00020200     32     32     4     
1029   广    0x00005E7F   0x00020280     32     32     4     
1030   庄    0x00005E84   0x00020300     32     32     4     
1031   庆    0x00005E86   0x00020380     32     32     4     
1032   庇    0x00005E87   0x00020400     32     32     4     
1033   床    0x00005E8A   0x00020480     32     32     4     
1034   序    0x00005E8F   0x00020500     32     32     4     
1035   庐    0x00005E90   0x00020580     32     32     4     
1036   库    0x00005E93   0x00020600     32     32     4     
1037   应    0x00005E94   0x00020680     32     32     4     
1038   底    0x00005E95   0x00020700     32     32     4     
1039   店    0x00005E97   0x00020780     32     32     4     
1040   庙    0x00005E99   0x00020800     32     32     4     
1041   庚    0x00005E9A   0x00020880     32     32     4     
1042   府    0x00005E9C   0x00020900     32     32     4     
1043   庞    0x00005E9E   0x00020980     32     32     4     
1044   废    0x00005E9F   0x00020A00     32     32     4     
1045   度    0x00005EA6   0x00020A80     32     32     4     
1046   座    0x00005EA7   0x00020B00     32     32     4     
1047   庭    0x00005EAD   0x00020B80     32     32     4     
1048   庶    0x00005EB6   0x00020C00     32     32     4     
1049   康    0x00005EB7   0x00020C80     32     32     4     
1050   庸    0x00005EB8   0x00020D00     32     32     4     
1051   廉    0x00005EC9   0x00020D80     32     32     4     
1052   廊    0x00005ECA   0x00020E00     32     32     4     
1053   廓    0x00005ED3   0x00020E80     32     32     4     
1054   廖    0x00005ED6   0x00020F00     32     32     4     
1055   延    0x00005EF6   0x00020F80     32     32     4     
1056   廷    0x00005EF7   0x00021000     32     32     4     
1057   建    0x00005EFA   0x00021080     32     32     4     
1058   开    0x00005F00   0x00021100     32     32     4     
1059   异    0x00005F02   0x00021180     32     32     4     
1060   弃    0x00005F03   0x00021200     32     32     4     
1061   弄    0x00005F04   0x00021280     32     32     4     
1062   弊    0x00005F0A   0x00021300     32     32     4     
1063   式    0x00005F0F   0x00021380     32     32     4     
1064   弓    0x00005F13   0x00021400     32     32     4     
1065   引    0x00005F15   0x00021480     32     32     4     
1066   弗    0x00005F17   0x00021500     32     32     4     
1067   弘    0x00005F18   0x00021580     32     32     4     
1068   弛    0x00005F1B   0x00021600     32     32     4     
1069   弟    0x00005F1F   0x00021680     32     32     4     
1070   张    0x00005F20   0x00021700     32     32     4     
1071   弥    0x00005F25   0x00021780     32     32     4     
1072   弦    0x00005F26   0x00021800     32     32     4     
1073   弧    0x00005F27   0x00021880     32     32     4     
1074   弯    0x00005F2F   0x00021900     32     32     4     
1075   弱    0x00005F31   0x00021980     32     32     4     
1076   弹    0x00005F39   0x00021A00     32     32     4     
1077   强    0x00005F3A   0x00021A80     32     32     4     
1078   归    0x00005F52   0x00021B00     32     32     4     
1079   当    0x00005F53   0x00021B80     32     32     4     
1080   录    0x00005F55   0x00021C00     32     32     4     
1081   彝    0x00005F5D   0x00021C80     32     32     4     
1082   形    0x00005F62   0x00021D00     32     32     4     
1083   彤    0x00005F64   0x00021D80     32     32     4     
1084   彦    0x00005F66   0x00021E00     32     32     4     
1085   彩    0x00005F69   0x00021E80     32     32     4     
1086   彪    0x00005F6A   0x00021F00     32     32     4     
1087   彬    0x00005F6C   0x00021F80     32     32     4     
1088   彭    0x00005F6D   0x00022000     32     32     4     
1089   彰    0x00005F70   0x00022080     32     32     4     
1090   影    0x00005F71   0x00022100     32     32     4     
1091   役    0x00005F79   0x00022180     32     32     4     
1092   彻    0x00005F7B   0x00022200     32     32     4     
1093   彼    0x00005F7C   0x00022280     32     32     4     
1094   往    0x00005F80   0x00022300     32     32     4     
1095   征    0x00005F81   0x00022380     32     32     4     
1096   径    0x00005F84   0x00022400     32     32     4     
1097   待    0x00005F85   0x00022480     32     32     4     
1098   很    0x00005F88   0x00022500     32     32     4     
1099   徊    0x00005F8A   0x00022580     32     32     4     
1100   律    0x00005F8B   0x00022600     32     32     4     
1101   徐    0x00005F90   0x00022680     32     32     4     
1102   徒    0x00005F92   0x00022700     32     32     4     
1103   得    0x00005F97   0x00022780     32     32     4     
1104   徘    0x00005F98   0x00022800     32     32     4     
1105   御    0x00005FA1   0x00022880     32     32     4     
1106   循    0x00005FAA   0x00022900     32     32     4     
1107   微    0x00005FAE   0x00022980     32     32     4     
1108   德    0x00005FB7   0x00022A00     32     32     4     
1109   徽    0x00005FBD   0x00022A80     32     32     4     
1110   心    0x00005FC3   0x00022B00     32     32     4     
1111   必    0x00005FC5   0x00022B80     32     32     4     
1112   忆    0x00005FC6   0x00022C00     32     32     4     
1113   忌    0x00005FCC   0x00022C80     32     32     4     
1114   忍    0x00005FCD   0x00022D00     32     32     4     
1115   志    0x00005FD7   0x00022D80     32     32     4     
1116   忘    0x00005FD8   0x00022E00     32     32     4     
1117   忙    0x00005FD9   0x00022E80     32     32     4     
1118   忠    0x00005FE0   0x00022F00     32     32     4     
1119   忧    0x00005FE7   0x00022F80     32     32     4     
1120   快    0x00005FEB   0x00023000     32     32     4     
1121   忱    0x00005FF1   0x00023080     32     32     4     
1122   念    0x00005FF5   0x00023100     32     32     4     
1123   忻    0x00005FFB   0x00023180     32     32     4     
1124   忽    0x00005FFD   0x00023200     32     32     4     
1125   忿    0x00005FFF   0x00023280     32     32     4     
1126   怀    0x00006000   0x00023300     32     32     4     
1127   态    0x00006001   0x00023380     32     32     4     
1128   怂    0x00006002   0x00023400     32     32     4     
1129   怎    0x0000600E   0x00023480     32     32     4     
1130   怒    0x00006012   0x00023500     32     32     4     
1131   怔    0x00006014   0x00023580     32     32     4     
1132   怕    0x00006015   0x00023600     32     32     4     
1133   怖    0x00006016   0x00023680     32     32     4     
1134   怜    0x0000601C   0x00023700     32     32     4     
1135   思    0x0000601D   0x00023780     32     32     4     
1136   怠    0x00006020   0x00023800     32     32     4     
1137   急    0x00006025   0x00023880     32     32     4     
1138   性    0x00006027   0x00023900     32     32     4     
1139   怨    0x00006028   0x00023980     32     32     4     
1140   怪    0x0000602A   0x00023A00     32     32     4     
1141   怯    0x0000602F   0x00023A80     32     32     4     
1142   总    0x0000603B   0x00023B00     32     32     4     
1143   恃    0x00006043   0x00023B80     32     32     4     
1144   恋    0x0000604B   0x00023C00     32     32     4     
1145   恍    0x0000604D   0x00023C80     32     32     4     
1146   恐    0x00006050   0x00023D00     32     32     4     
1147   恒    0x00006052   0x00023D80     32     32     4     
1148   恕    0x00006055   0x00023E00     32     32     4     
1149   恢    0x00006062   0x00023E80     32     32     4     
1150   恤    0x00006064   0x00023F00     32     32     4     
1151   恨    0x00006068   0x00023F80     32     32     4     
1152   恩    0x00006069   0x00024000     32     32     4     
1153   恫    0x0000606B   0x00024080     32     32     4     
1154   恬    0x0000606C   0x00024100     32     32     4     
1155   恭    0x0000606D   0x00024180     32     32     4     
1156   息    0x0000606F   0x00024200     32     32     4     
1157   恰    0x00006070   0x00024280     32     32     4     
1158   恳    0x00006073   0x00024300     32     32     4     
1159   恶    0x00006076   0x00024380     32     32     4     
1160   恼    0x0000607C   0x00024400     32     32     4     
1161   恿    0x0000607F   0x00024480     32     32     4     
1162   悄    0x00006084   0x00024500     32     32     4     
1163   悉    0x00006089   0x00024580     32     32     4     
1164   悍    0x0000608D   0x00024600     32     32     4     
1165   悔    0x00006094   0x00024680     32     32     4     
1166   悟    0x0000609F   0x00024700     32     32     4     
1167   悠    0x000060A0   0x00024780     32     32     4     
1168   患    0x000060A3   0x00024800     32     32     4     
1169   悦    0x000060A6   0x00024880     32     32     4     
1170   您    0x000060A8   0x00024900     32     32     4     
1171   悬    0x000060AC   0x00024980     32     32     4     
1172   悯    0x000060AF   0x00024A00     32     32     4     
1173   悲    0x000060B2   0x00024A80     32     32     4     
1174   悸    0x000060B8   0x00024B00     32     32     4     
1175   悼    0x000060BC   0x00024B80     32     32     4     
1176   情    0x000060C5   0x00024C00     32     32     4     
1177   惊    0x000060CA   0x00024C80     32     32     4     
1178   惋    0x000060CB   0x00024D00     32     32     4     
1179   惑    0x000060D1   0x00024D80     32     32     4     
1180   惕    0x000060D5   0x00024E00     32     32     4     
1181   惜    0x000060DC   0x00024E80     32     32     4     
1182   惟    0x000060DF   0x00024F00     32     32     4     
1183   惠    0x000060E0   0x00024F80     32     32     4     
1184   惦    0x000060E6   0x00025000     32     32     4     
1185   惧    0x000060E7   0x00025080     32     32     4     
1186   惨    0x000060E8   0x00025100     32     32     4     
1187   惩    0x000060E9   0x00025180     32     32     4     
1188   惫    0x000060EB   0x00025200     32     32     4     
1189   惭    0x000060ED   0x00025280     32     32     4     
1190   惮    0x000060EE   0x00025300     32     32     4     
1191   惯    0x000060EF   0x00025380     32     32     4     
1192   惰    0x000060F0   0x00025400     32     32     4     
1193   想    0x000060F3   0x00025480     32     32     4     
1194   惶    0x000060F6   0x00025500     32     32     4     
1195   惹    0x000060F9   0x00025580     32     32     4     
1196   惺    0x000060FA   0x00025600     32     32     4     
1197   愁    0x00006101   0x00025680     32     32     4     
1198   愈    0x00006108   0x00025700     32     32     4     
1199   愉    0x00006109   0x00025780     32     32     4     
1200   意    0x0000610F   0x00025800     32     32     4     
1201   愚    0x0000611A   0x00025880     32     32     4     
1202   感    0x0000611F   0x00025900     32     32     4     
1203   愤    0x00006124   0x00025980     32     32     4     
1204   愧    0x00006127   0x00025A00     32     32     4     
1205   愿    0x0000613F   0x00025A80     32     32     4     
1206   慈    0x00006148   0x00025B00     32     32     4     
1207   慌    0x0000614C   0x00025B80     32     32     4     
1208   慎    0x0000614E   0x00025C00     32     32     4     
1209   慑    0x00006151   0x00025C80     32     32     4     
1210   慕    0x00006155   0x00025D00     32     32     4     
1211   慢    0x00006162   0x00025D80     32     32     4     
1212   慧    0x00006167   0x00025E00     32     32     4     
1213   慨    0x00006168   0x00025E80     32     32     4     
1214   慰    0x00006170   0x00025F00     32     32     4     
1215   慷    0x00006177   0x00025F80     32     32     4     
1216   憋    0x0000618B   0x00026000     32     32     4     
1217   憎    0x0000618E   0x00026080     32     32     4     
1218   憨    0x000061A8   0x00026100     32     32     4     
1219   憾    0x000061BE   0x00026180     32     32     4     
1220   懂    0x000061C2   0x00026200     32     32     4     
1221   懈    0x000061C8   0x00026280     32     32     4     
1222   懊    0x000061CA   0x00026300     32     32     4     
1223   懒    0x000061D2   0x00026380     32     32     4     
1224   懦    0x000061E6   0x00026400     32     32     4     
1225   戈    0x00006208   0x00026480     32     32     4     
1226   戊    0x0000620A   0x00026500     32     32     4     
1227   戌    0x0000620C   0x00026580     32     32     4     
1228   戍    0x0000620D   0x00026600     32     32     4     
1229   戎    0x0000620E   0x00026680     32     32     4     
1230   戏    0x0000620F   0x00026700     32     32     4     
1231   成    0x00006210   0x00026780     32     32     4     
1232   我    0x00006211   0x00026800     32     32     4     
1233   戒    0x00006212   0x00026880     32     32     4     
1234   或    0x00006216   0x00026900     32     32     4     
1235   战    0x00006218   0x00026980     32     32     4     
1236   戚    0x0000621A   0x00026A00     32     32     4     
1237   截    0x0000622A   0x00026A80     32     32     4     
1238   戮    0x0000622E   0x00026B00     32     32     4     
1239   戳    0x00006233   0x00026B80     32     32     4     
1240   戴    0x00006234   0x00026C00     32     32     4     
1241   户    0x00006237   0x00026C80     32     32     4     
1242   房    0x0000623F   0x00026D00     32     32     4     
1243   所    0x00006240   0x00026D80     32     32     4     
1244   扁    0x00006241   0x00026E00     32     32     4     
1245   扇    0x00006247   0x00026E80     32     32     4     
1246   手    0x0000624B   0x00026F00     32     32     4     
1247   才    0x0000624D   0x00026F80     32     32     4     
1248   扎    0x0000624E   0x00027000     32     32     4     
1249   扑    0x00006251   0x00027080     32     32     4     
1250   扒    0x00006252   0x00027100     32     32     4     
1251   打    0x00006253   0x00027180     32     32     4     
1252   扔    0x00006254   0x00027200     32     32     4     
1253   托    0x00006258   0x00027280     32     32     4     
1254   扛    0x0000625B   0x00027300     32     32     4     
1255   扣    0x00006263   0x00027380     32     32     4     
1256   扦    0x00006266   0x00027400     32     32     4     
1257   执    0x00006267   0x00027480     32     32     4     
1258   扩    0x00006269   0x00027500     32     32     4     
1259   扫    0x0000626B   0x00027580     32     32     4     
1260   扬    0x0000626C   0x00027600     32     32     4     
1261   扭    0x0000626D   0x00027680     32     32     4     
1262   扮    0x0000626E   0x00027700     32     32     4     
1263   扯    0x0000626F   0x00027780     32     32     4     
1264   扰    0x00006270   0x00027800     32     32     4     
1265   扳    0x00006273   0x00027880     32     32     4     
1266   扶    0x00006276   0x00027900     32     32     4     
1267   批    0x00006279   0x00027980     32     32     4     
1268   扼    0x0000627C   0x00027A00     32     32     4     
1269   找    0x0000627E   0x00027A80     32     32     4     
1270   承    0x0000627F   0x00027B00     32     32     4     
1271   技    0x00006280   0x00027B80     32     32     4     
1272   抄    0x00006284   0x00027C00     32     32     4     
1273   抉    0x00006289   0x00027C80     32     32     4     
1274   把    0x0000628A   0x00027D00     32     32     4     
1275   抑    0x00006291   0x00027D80     32     32     4     
1276   抒    0x00006292   0x00027E00     32     32     4     
1277   抓    0x00006293   0x00027E80     32     32     4     
1278   投    0x00006295   0x00027F00     32     32     4     
1279   抖    0x00006296   0x00027F80     32     32     4     
1280   抗    0x00006297   0x00028000     32     32     4     
1281   折    0x00006298   0x00028080     32     32     4     
1282   抚    0x0000629A   0x00028100     32     32     4     
1283   抛    0x0000629B   0x00028180     32     32     4     
1284   抠    0x000062A0   0x00028200     32     32     4     
1285   抡    0x000062A1   0x00028280     32     32     4     
1286   抢    0x000062A2   0x00028300     32     32     4     
1287   护    0x000062A4   0x00028380     32     32     4     
1288   报    0x000062A5   0x00028400     32     32     4     
1289   抨    0x000062A8   0x00028480     32     32     4     
1290   披    0x000062AB   0x00028500     32     32     4     
1291   抬    0x000062AC   0x00028580     32     32     4     
1292   抱    0x000062B1   0x00028600     32     32     4     
1293   抵    0x000062B5   0x00028680     32     32     4     
1294   抹    0x000062B9   0x00028700     32     32     4     
1295   押    0x000062BC   0x00028780     32     32     4     
1296   抽    0x000062BD   0x00028800     32     32     4     
1297   抿    0x000062BF   0x00028880     32     32     4     
1298   拂    0x000062C2   0x00028900     32     32     4     
1299   拄    0x000062C4   0x00028980     32     32     4     
1300   担    0x000062C5   0x00028A00     32     32     4     
1301   拆    0x000062C6   0x00028A80     32     32     4     
1302   拇    0x000062C7   0x00028B00     32     32     4     
1303   拈    0x000062C8   0x00028B80     32     32     4     
1304   拉    0x000062C9   0x00028C00     32     32     4     
1305   拌    0x000062CC   0x00028C80     32     32     4     
1306   拍    0x000062CD   0x00028D00     32     32     4     
1307   拎    0x000062CE   0x00028D80     32     32     4     
1308   拐    0x000062D0   0x00028E00     32     32     4     
1309   拒    0x000062D2   0x00028E80     32     32     4     
1310   拓    0x000062D3   0x00028F00     32     32     4     
1311   拔    0x000062D4   0x00028F80     32     32     4     
1312   拖    0x000062D6   0x00029000     32     32     4     
1313   拘    0x000062D8   0x00029080     32     32     4     
1314   拙    0x000062D9   0x00029100     32     32     4     
1315   招    0x000062DB   0x00029180     32     32     4     
1316   拜    0x000062DC   0x00029200     32     32     4     
1317   拟    0x000062DF   0x00029280     32     32     4     
1318   拢    0x000062E2   0x00029300     32     32     4     
1319   拣    0x000062E3   0x00029380     32     32     4     
1320   拥    0x000062E5   0x00029400     32     32     4     
1321   拦    0x000062E6   0x00029480     32     32     4     
1322   拧    0x000062E7   0x00029500     32     32     4     
1323   拨    0x000062E8   0x00029580     32     32     4     
1324   择    0x000062E9   0x00029600     32     32     4     
1325   括    0x000062EC   0x00029680     32     32     4     
1326   拭    0x000062ED   0x00029700     32     32     4     
1327   拯    0x000062EF   0x00029780     32     32     4     
1328   拱    0x000062F1   0x00029800     32     32     4     
1329   拳    0x000062F3   0x00029880     32     32     4     
1330   拴    0x000062F4   0x00029900     32     32     4     
1331   拷    0x000062F7   0x00029980     32     32     4     
1332   拼    0x000062FC   0x00029A00     32     32     4     
1333   拽    0x000062FD   0x00029A80     32     32     4     
1334   拾    0x000062FE   0x00029B00     32     32     4     
1335   拿    0x000062FF   0x00029B80     32     32     4     
1336   持    0x00006301   0x00029C00     32     32     4     
1337   挂    0x00006302   0x00029C80     32     32     4     
1338   指    0x00006307   0x00029D00     32     32     4     
1339   按    0x00006309   0x00029D80     32     32     4     
1340   挎    0x0000630E   0x00029E00     32     32     4     
1341   挑    0x00006311   0x00029E80     32     32     4     
1342   挖    0x00006316   0x00029F00     32     32     4     
1343   挚    0x0000631A   0x00029F80     32     32     4     
1344   挛    0x0000631B   0x0002A000     32     32     4     
1345   挝    0x0000631D   0x0002A080     32     32     4     
1346   挞    0x0000631E   0x0002A100     32     32     4     
1347   挟    0x0000631F   0x0002A180     32     32     4     
1348   挠    0x00006320   0x0002A200     32     32     4     
1349   挡    0x00006321   0x0002A280     32     32     4     
1350   挣    0x00006323   0x0002A300     32     32     4     
1351   挤    0x00006324   0x0002A380     32     32     4     
1352   挥    0x00006325   0x0002A400     32     32     4     
1353   挨    0x00006328   0x0002A480     32     32     4     
1354   挪    0x0000632A   0x0002A500     32     32     4     
1355   挫    0x0000632B   0x0002A580     32     32     4     
1356   振    0x0000632F   0x0002A600     32     32     4     
1357   挺    0x0000633A   0x0002A680     32     32     4     
1358   挽    0x0000633D   0x0002A700     32     32     4     
1359   捂    0x00006342   0x0002A780     32     32     4     
1360   捅    0x00006345   0x0002A800     32     32     4     
1361   捆    0x00006346   0x0002A880     32     32     4     
1362   捉    0x00006349   0x0002A900     32     32     4     
1363   捌    0x0000634C   0x0002A980     32     32     4     
1364   捍    0x0000634D   0x0002AA00     32     32     4     
1365   捎    0x0000634E   0x0002AA80     32     32     4     
1366   捏    0x0000634F   0x0002AB00     32     32     4     
1367   捐    0x00006350   0x0002AB80     32     32     4     
1368   捕    0x00006355   0x0002AC00     32     32     4     
1369   捞    0x0000635E   0x0002AC80     32     32     4     
1370   损    0x0000635F   0x0002AD00     32     32     4     
1371   捡    0x00006361   0x0002AD80     32     32     4     
1372   换    0x00006362   0x0002AE00     32     32     4     
1373   捣    0x00006363   0x0002AE80     32     32     4     
1374   捧    0x00006367   0x0002AF00     32     32     4     
1375   据    0x0000636E   0x0002AF80     32     32     4     
1376   捶    0x00006376   0x0002B000     32     32     4     
1377   捷    0x00006377   0x0002B080     32     32     4     
1378   捻    0x0000637B   0x0002B100     32     32     4     
1379   掀    0x00006380   0x0002B180     32     32     4     
1380   掂    0x00006382   0x0002B200     32     32     4     
1381   掇    0x00006387   0x0002B280     32     32     4     
1382   授    0x00006388   0x0002B300     32     32     4     
1383   掉    0x00006389   0x0002B380     32     32     4     
1384   掌    0x0000638C   0x0002B400     32     32     4     
1385   掏    0x0000638F   0x0002B480     32     32     4     
1386   掐    0x00006390   0x0002B500     32     32     4     
1387   排    0x00006392   0x0002B580     32     32     4     
1388   掖    0x00006396   0x0002B600     32     32     4     
1389   掘    0x00006398   0x0002B680     32     32     4     
1390   掠    0x000063A0   0x0002B700     32     32     4     
1391   探    0x000063A2   0x0002B780     32     32     4     
1392   掣    0x000063A3   0x0002B800     32     32     4     
1393   接    0x000063A5   0x0002B880     32     32     4     
1394   控    0x000063A7   0x0002B900     32     32     4     
1395   推    0x000063A8   0x0002B980     32     32     4     
