32x32 汉字点阵字库索引表 (按 Unicode 排序)
字符数量: 3755
固定尺寸: 32x32
字体: C:/Windows/Fonts/msyh.ttc
加粗半径: 0
反色: False

序号     字符   Unicode      偏移(Hex)      宽度     高度     pitch 
1900   浴    0x00006D74   0x0003B600     32     32     4     
1901   海    0x00006D77   0x0003B680     32     32     4     
1902   浸    0x00006D78   0x0003B700     32     32     4     
1903   涂    0x00006D82   0x0003B780     32     32     4     
1904   涅    0x00006D85   0x0003B800     32     32     4     
1905   消    0x00006D88   0x0003B880     32     32     4     
1906   涉    0x00006D89   0x0003B900     32     32     4     
1907   涌    0x00006D8C   0x0003B980     32     32     4     
1908   涎    0x00006D8E   0x0003BA00     32     32     4     
1909   涕    0x00006D95   0x0003BA80     32     32     4     
1910   涛    0x00006D9B   0x0003BB00     32     32     4     
1911   涝    0x00006D9D   0x0003BB80     32     32     4     
1912   涟    0x00006D9F   0x0003BC00     32     32     4     
1913   涡    0x00006DA1   0x0003BC80     32     32     4     
1914   涣    0x00006DA3   0x0003BD00     32     32     4     
1915   涤    0x00006DA4   0x0003BD80     32     32     4     
1916   润    0x00006DA6   0x0003BE00     32     32     4     
1917   涧    0x00006DA7   0x0003BE80     32     32     4     
1918   涨    0x00006DA8   0x0003BF00     32     32     4     
1919   涩    0x00006DA9   0x0003BF80     32     32     4     
1920   涪    0x00006DAA   0x0003C000     32     32     4     
1921   涯    0x00006DAF   0x0003C080     32     32     4     
1922   液    0x00006DB2   0x0003C100     32     32     4     
1923   涵    0x00006DB5   0x0003C180     32     32     4     
1924   涸    0x00006DB8   0x0003C200     32     32     4     
1925   淀    0x00006DC0   0x0003C280     32     32     4     
1926   淄    0x00006DC4   0x0003C300     32     32     4     
1927   淆    0x00006DC6   0x0003C380     32     32     4     
1928   淋    0x00006DCB   0x0003C400     32     32     4     
1929   淌    0x00006DCC   0x0003C480     32     32     4     
1930   淑    0x00006DD1   0x0003C500     32     32     4     
1931   淖    0x00006DD6   0x0003C580     32     32     4     
1932   淘    0x00006DD8   0x0003C600     32     32     4     
1933   淡    0x00006DE1   0x0003C680     32     32     4     
1934   淤    0x00006DE4   0x0003C700     32     32     4     
1935   淫    0x00006DEB   0x0003C780     32     32     4     
1936   淬    0x00006DEC   0x0003C800     32     32     4     
1937   淮    0x00006DEE   0x0003C880     32     32     4     
1938   深    0x00006DF1   0x0003C900     32     32     4     
1939   淳    0x00006DF3   0x0003C980     32     32     4     
1940   混    0x00006DF7   0x0003CA00     32     32     4     
1941   淹    0x00006DF9   0x0003CA80     32     32     4     
1942   添    0x00006DFB   0x0003CB00     32     32     4     
1943   清    0x00006E05   0x0003CB80     32     32     4     
1944   渊    0x00006E0A   0x0003CC00     32     32     4     
1945   渍    0x00006E0D   0x0003CC80     32     32     4     
1946   渐    0x00006E10   0x0003CD00     32     32     4     
1947   渔    0x00006E14   0x0003CD80     32     32     4     
1948   渗    0x00006E17   0x0003CE00     32     32     4     
1949   渝    0x00006E1D   0x0003CE80     32     32     4     
1950   渠    0x00006E20   0x0003CF00     32     32     4     
1951   渡    0x00006E21   0x0003CF80     32     32     4     
1952   渣    0x00006E23   0x0003D000     32     32     4     
1953   渤    0x00006E24   0x0003D080     32     32     4     
1954   温    0x00006E29   0x0003D100     32     32     4     
1955   渭    0x00006E2D   0x0003D180     32     32     4     
1956   港    0x00006E2F   0x0003D200     32     32     4     
1957   渴    0x00006E34   0x0003D280     32     32     4     
1958   游    0x00006E38   0x0003D300     32     32     4     
1959   渺    0x00006E3A   0x0003D380     32     32     4     
1960   湃    0x00006E43   0x0003D400     32     32     4     
1961   湍    0x00006E4D   0x0003D480     32     32     4     
1962   湖    0x00006E56   0x0003D500     32     32     4     
1963   湘    0x00006E58   0x0003D580     32     32     4     
1964   湛    0x00006E5B   0x0003D600     32     32     4     
1965   湾    0x00006E7E   0x0003D680     32     32     4     
1966   湿    0x00006E7F   0x0003D700     32     32     4     
1967   溃    0x00006E83   0x0003D780     32     32     4     
1968   溅    0x00006E85   0x0003D800     32     32     4     
1969   溉    0x00006E89   0x0003D880     32     32     4     
1970   源    0x00006E90   0x0003D900     32     32     4     
1971   溜    0x00006E9C   0x0003D980     32     32     4     
1972   溢    0x00006EA2   0x0003DA00     32     32     4     
1973   溪    0x00006EAA   0x0003DA80     32     32     4     
1974   溯    0x00006EAF   0x0003DB00     32     32     4     
1975   溶    0x00006EB6   0x0003DB80     32     32     4     
1976   溺    0x00006EBA   0x0003DC00     32     32     4     
1977   滁    0x00006EC1   0x0003DC80     32     32     4     
1978   滇    0x00006EC7   0x0003DD00     32     32     4     
1979   滋    0x00006ECB   0x0003DD80     32     32     4     
1980   滑    0x00006ED1   0x0003DE00     32     32     4     
1981   滓    0x00006ED3   0x0003DE80     32     32     4     
1982   滔    0x00006ED4   0x0003DF00     32     32     4     
1983   滚    0x00006EDA   0x0003DF80     32     32     4     
1984   滞    0x00006EDE   0x0003E000     32     32     4     
1985   满    0x00006EE1   0x0003E080     32     32     4     
1986   滤    0x00006EE4   0x0003E100     32     32     4     
1987   滥    0x00006EE5   0x0003E180     32     32     4     
1988   滦    0x00006EE6   0x0003E200     32     32     4     
1989   滨    0x00006EE8   0x0003E280     32     32     4     
1990   滩    0x00006EE9   0x0003E300     32     32     4     
1991   滴    0x00006EF4   0x0003E380     32     32     4     
1992   漂    0x00006F02   0x0003E400     32     32     4     
1993   漆    0x00006F06   0x0003E480     32     32     4     
1994   漏    0x00006F0F   0x0003E500     32     32     4     
1995   漓    0x00006F13   0x0003E580     32     32     4     
1996   演    0x00006F14   0x0003E600     32     32     4     
1997   漠    0x00006F20   0x0003E680     32     32     4     
1998   漫    0x00006F2B   0x0003E700     32     32     4     
1999   漱    0x00006F31   0x0003E780     32     32     4     
2000   漳    0x00006F33   0x0003E800     32     32     4     
2001   漾    0x00006F3E   0x0003E880     32     32     4     
2002   潍    0x00006F4D   0x0003E900     32     32     4     
2003   潘    0x00006F58   0x0003E980     32     32     4     
2004   潜    0x00006F5C   0x0003EA00     32     32     4     
2005   潞    0x00006F5E   0x0003EA80     32     32     4     
2006   潦    0x00006F66   0x0003EB00     32     32     4     
2007   潭    0x00006F6D   0x0003EB80     32     32     4     
2008   潮    0x00006F6E   0x0003EC00     32     32     4     
2009   澄    0x00006F84   0x0003EC80     32     32     4     
2010   澈    0x00006F88   0x0003ED00     32     32     4     
2011   澎    0x00006F8E   0x0003ED80     32     32     4     
2012   澜    0x00006F9C   0x0003EE00     32     32     4     
2013   澡    0x00006FA1   0x0003EE80     32     32     4     
2014   澳    0x00006FB3   0x0003EF00     32     32     4     
2015   激    0x00006FC0   0x0003EF80     32     32     4     
2016   濒    0x00006FD2   0x0003F000     32     32     4     
2017   瀑    0x00007011   0x0003F080     32     32     4     
2018   灌    0x0000704C   0x0003F100     32     32     4     
2019   火    0x0000706B   0x0003F180     32     32     4     
2020   灭    0x0000706D   0x0003F200     32     32     4     
2021   灯    0x0000706F   0x0003F280     32     32     4     
2022   灰    0x00007070   0x0003F300     32     32     4     
2023   灵    0x00007075   0x0003F380     32     32     4     
2024   灶    0x00007076   0x0003F400     32     32     4     
2025   灸    0x00007078   0x0003F480     32     32     4     
2026   灼    0x0000707C   0x0003F500     32     32     4     
2027   灾    0x0000707E   0x0003F580     32     32     4     
2028   灿    0x0000707F   0x0003F600     32     32     4     
2029   炉    0x00007089   0x0003F680     32     32     4     
2030   炊    0x0000708A   0x0003F700     32     32     4     
2031   炎    0x0000708E   0x0003F780     32     32     4     
2032   炒    0x00007092   0x0003F800     32     32     4     
2033   炔    0x00007094   0x0003F880     32     32     4     
2034   炕    0x00007095   0x0003F900     32     32     4     
2035   炙    0x00007099   0x0003F980     32     32     4     
2036   炬    0x000070AC   0x0003FA00     32     32     4     
2037   炭    0x000070AD   0x0003FA80     32     32     4     
2038   炮    0x000070AE   0x0003FB00     32     32     4     
2039   炯    0x000070AF   0x0003FB80     32     32     4     
2040   炳    0x000070B3   0x0003FC00     32     32     4     
2041   炸    0x000070B8   0x0003FC80     32     32     4     
2042   点    0x000070B9   0x0003FD00     32     32     4     
2043   炼    0x000070BC   0x0003FD80     32     32     4     
2044   炽    0x000070BD   0x0003FE00     32     32     4     
2045   烁    0x000070C1   0x0003FE80     32     32     4     
2046   烂    0x000070C2   0x0003FF00     32     32     4     
2047   烃    0x000070C3   0x0003FF80     32     32     4     
2048   烈    0x000070C8   0x00040000     32     32     4     
2049   烘    0x000070D8   0x00040080     32     32     4     
2050   烙    0x000070D9   0x00040100     32     32     4     
2051   烛    0x000070DB   0x00040180     32     32     4     
2052   烟    0x000070DF   0x00040200     32     32     4     
2053   烤    0x000070E4   0x00040280     32     32     4     
2054   烦    0x000070E6   0x00040300     32     32     4     
2055   烧    0x000070E7   0x00040380     32     32     4     
2056   烩    0x000070E9   0x00040400     32     32     4     
2057   烫    0x000070EB   0x00040480     32     32     4     
2058   烬    0x000070EC   0x00040500     32     32     4     
2059   热    0x000070ED   0x00040580     32     32     4     
2060   烯    0x000070EF   0x00040600     32     32     4     
2061   烷    0x000070F7   0x00040680     32     32     4     
2062   烹    0x000070F9   0x00040700     32     32     4     
2063   烽    0x000070FD   0x00040780     32     32     4     
2064   焉    0x00007109   0x00040800     32     32     4     
2065   焊    0x0000710A   0x00040880     32     32     4     
2066   焕    0x00007115   0x00040900     32     32     4     
2067   焙    0x00007119   0x00040980     32     32     4     
2068   焚    0x0000711A   0x00040A00     32     32     4     
2069   焦    0x00007126   0x00040A80     32     32     4     
2070   焰    0x00007130   0x00040B00     32     32     4     
2071   然    0x00007136   0x00040B80     32     32     4     
2072   煌    0x0000714C   0x00040C00     32     32     4     
2073   煎    0x0000714E   0x00040C80     32     32     4     
2074   煞    0x0000715E   0x00040D00     32     32     4     
2075   煤    0x00007164   0x00040D80     32     32     4     
2076   照    0x00007167   0x00040E00     32     32     4     
2077   煮    0x0000716E   0x00040E80     32     32     4     
2078   煽    0x0000717D   0x00040F00     32     32     4     
2079   熄    0x00007184   0x00040F80     32     32     4     
2080   熊    0x0000718A   0x00041000     32     32     4     
2081   熏    0x0000718F   0x00041080     32     32     4     
2082   熔    0x00007194   0x00041100     32     32     4     
2083   熙    0x00007199   0x00041180     32     32     4     
2084   熟    0x0000719F   0x00041200     32     32     4     
2085   熬    0x000071AC   0x00041280     32     32     4     
2086   燃    0x000071C3   0x00041300     32     32     4     
2087   燎    0x000071CE   0x00041380     32     32     4     
2088   燕    0x000071D5   0x00041400     32     32     4     
2089   燥    0x000071E5   0x00041480     32     32     4     
2090   爆    0x00007206   0x00041500     32     32     4     
2091   爪    0x0000722A   0x00041580     32     32     4     
2092   爬    0x0000722C   0x00041600     32     32     4     
2093   爱    0x00007231   0x00041680     32     32     4     
2094   爵    0x00007235   0x00041700     32     32     4     
2095   父    0x00007236   0x00041780     32     32     4     
2096   爷    0x00007237   0x00041800     32     32     4     
2097   爸    0x00007238   0x00041880     32     32     4     
2098   爹    0x00007239   0x00041900     32     32     4     
2099   爽    0x0000723D   0x00041980     32     32     4     
2100   片    0x00007247   0x00041A00     32     32     4     
2101   版    0x00007248   0x00041A80     32     32     4     
2102   牌    0x0000724C   0x00041B00     32     32     4     
2103   牙    0x00007259   0x00041B80     32     32     4     
2104   牛    0x0000725B   0x00041C00     32     32     4     
2105   牟    0x0000725F   0x00041C80     32     32     4     
2106   牡    0x00007261   0x00041D00     32     32     4     
2107   牢    0x00007262   0x00041D80     32     32     4     
2108   牧    0x00007267   0x00041E00     32     32     4     
2109   物    0x00007269   0x00041E80     32     32     4     
2110   牲    0x00007272   0x00041F00     32     32     4     
2111   牵    0x00007275   0x00041F80     32     32     4     
2112   特    0x00007279   0x00042000     32     32     4     
2113   牺    0x0000727A   0x00042080     32     32     4     
2114   犀    0x00007280   0x00042100     32     32     4     
2115   犁    0x00007281   0x00042180     32     32     4     
2116   犊    0x0000728A   0x00042200     32     32     4     
2117   犬    0x000072AC   0x00042280     32     32     4     
2118   犯    0x000072AF   0x00042300     32     32     4     
2119   状    0x000072B6   0x00042380     32     32     4     
2120   犹    0x000072B9   0x00042400     32     32     4     
2121   狂    0x000072C2   0x00042480     32     32     4     
2122   狄    0x000072C4   0x00042500     32     32     4     
2123   狈    0x000072C8   0x00042580     32     32     4     
2124   狐    0x000072D0   0x00042600     32     32     4     
2125   狗    0x000072D7   0x00042680     32     32     4     
2126   狙    0x000072D9   0x00042700     32     32     4     
2127   狞    0x000072DE   0x00042780     32     32     4     
2128   狠    0x000072E0   0x00042800     32     32     4     
2129   狡    0x000072E1   0x00042880     32     32     4     
2130   独    0x000072EC   0x00042900     32     32     4     
2131   狭    0x000072ED   0x00042980     32     32     4     
2132   狮    0x000072EE   0x00042A00     32     32     4     
2133   狰    0x000072F0   0x00042A80     32     32     4     
2134   狱    0x000072F1   0x00042B00     32     32     4     
2135   狸    0x000072F8   0x00042B80     32     32     4     
2136   狼    0x000072FC   0x00042C00     32     32     4     
2137   猎    0x0000730E   0x00042C80     32     32     4     
2138   猖    0x00007316   0x00042D00     32     32     4     
2139   猛    0x0000731B   0x00042D80     32     32     4     
2140   猜    0x0000731C   0x00042E00     32     32     4     
2141   猩    0x00007329   0x00042E80     32     32     4     
2142   猪    0x0000732A   0x00042F00     32     32     4     
2143   猫    0x0000732B   0x00042F80     32     32     4     
2144   献    0x0000732E   0x00043000     32     32     4     
2145   猴    0x00007334   0x00043080     32     32     4     
2146   猾    0x0000733E   0x00043100     32     32     4     
2147   猿    0x0000733F   0x00043180     32     32     4     
2148   獭    0x0000736D   0x00043200     32     32     4     
2149   玄    0x00007384   0x00043280     32     32     4     
2150   率    0x00007387   0x00043300     32     32     4     
2151   玉    0x00007389   0x00043380     32     32     4     
2152   王    0x0000738B   0x00043400     32     32     4     
2153   玖    0x00007396   0x00043480     32     32     4     
2154   玛    0x0000739B   0x00043500     32     32     4     
2155   玩    0x000073A9   0x00043580     32     32     4     
2156   玫    0x000073AB   0x00043600     32     32     4     
2157   环    0x000073AF   0x00043680     32     32     4     
2158   现    0x000073B0   0x00043700     32     32     4     
2159   玲    0x000073B2   0x00043780     32     32     4     
2160   玻    0x000073BB   0x00043800     32     32     4     
2161   珊    0x000073CA   0x00043880     32     32     4     
2162   珍    0x000073CD   0x00043900     32     32     4     
2163   珐    0x000073D0   0x00043980     32     32     4     
2164   珠    0x000073E0   0x00043A00     32     32     4     
2165   班    0x000073ED   0x00043A80     32     32     4     
2166   球    0x00007403   0x00043B00     32     32     4     
2167   琅    0x00007405   0x00043B80     32     32     4     
2168   理    0x00007406   0x00043C00     32     32     4     
2169   琉    0x00007409   0x00043C80     32     32     4     
2170   琐    0x00007410   0x00043D00     32     32     4     
2171   琢    0x00007422   0x00043D80     32     32     4     
2172   琳    0x00007433   0x00043E00     32     32     4     
2173   琴    0x00007434   0x00043E80     32     32     4     
2174   琵    0x00007435   0x00043F00     32     32     4     
2175   琶    0x00007436   0x00043F80     32     32     4     
2176   琼    0x0000743C   0x00044000     32     32     4     
2177   瑚    0x0000745A   0x00044080     32     32     4     
2178   瑞    0x0000745E   0x00044100     32     32     4     
2179   瑟    0x0000745F   0x00044180     32     32     4     
2180   瑰    0x00007470   0x00044200     32     32     4     
2181   瑶    0x00007476   0x00044280     32     32     4     
2182   璃    0x00007483   0x00044300     32     32     4     
2183   瓜    0x000074DC   0x00044380     32     32     4     
2184   瓢    0x000074E2   0x00044400     32     32     4     
2185   瓣    0x000074E3   0x00044480     32     32     4     
2186   瓤    0x000074E4   0x00044500     32     32     4     
2187   瓦    0x000074E6   0x00044580     32     32     4     
2188   瓮    0x000074EE   0x00044600     32     32     4     
2189   瓶    0x000074F6   0x00044680     32     32     4     
2190   瓷    0x000074F7   0x00044700     32     32     4     
2191   甄    0x00007504   0x00044780     32     32     4     
2192   甘    0x00007518   0x00044800     32     32     4     
2193   甚    0x0000751A   0x00044880     32     32     4     
2194   甜    0x0000751C   0x00044900     32     32     4     
2195   生    0x0000751F   0x00044980     32     32     4     
2196   甥    0x00007525   0x00044A00     32     32     4     
2197   用    0x00007528   0x00044A80     32     32     4     
2198   甩    0x00007529   0x00044B00     32     32     4     
2199   甫    0x0000752B   0x00044B80     32     32     4     
2200   甭    0x0000752D   0x00044C00     32     32     4     
2201   田    0x00007530   0x00044C80     32     32     4     
2202   由    0x00007531   0x00044D00     32     32     4     
2203   甲    0x00007532   0x00044D80     32     32     4     
2204   申    0x00007533   0x00044E00     32     32     4     
2205   电    0x00007535   0x00044E80     32     32     4     
2206   男    0x00007537   0x00044F00     32     32     4     
2207   甸    0x00007538   0x00044F80     32     32     4     
2208   画    0x0000753B   0x00045000     32     32     4     
2209   畅    0x00007545   0x00045080     32     32     4     
2210   界    0x0000754C   0x00045100     32     32     4     
2211   畏    0x0000754F   0x00045180     32     32     4     
2212   畔    0x00007554   0x00045200     32     32     4     
2213   留    0x00007559   0x00045280     32     32     4     
2214   畜    0x0000755C   0x00045300     32     32     4     
2215   略    0x00007565   0x00045380     32     32     4     
2216   畦    0x00007566   0x00045400     32     32     4     
2217   番    0x0000756A   0x00045480     32     32     4     
2218   畴    0x00007574   0x00045500     32     32     4     
2219   畸    0x00007578   0x00045580     32     32     4     
2220   疆    0x00007586   0x00045600     32     32     4     
2221   疏    0x0000758F   0x00045680     32     32     4     
2222   疑    0x00007591   0x00045700     32     32     4     
2223   疗    0x00007597   0x00045780     32     32     4     
2224   疙    0x00007599   0x00045800     32     32     4     
2225   疚    0x0000759A   0x00045880     32     32     4     
2226   疟    0x0000759F   0x00045900     32     32     4     
2227   疡    0x000075A1   0x00045980     32     32     4     
2228   疤    0x000075A4   0x00045A00     32     32     4     
2229   疥    0x000075A5   0x00045A80     32     32     4     
2230   疫    0x000075AB   0x00045B00     32     32     4     
2231   疮    0x000075AE   0x00045B80     32     32     4     
2232   疯    0x000075AF   0x00045C00     32     32     4     
2233   疲    0x000075B2   0x00045C80     32     32     4     
2234   疵    0x000075B5   0x00045D00     32     32     4     
2235   疹    0x000075B9   0x00045D80     32     32     4     
2236   疼    0x000075BC   0x00045E00     32     32     4     
2237   疽    0x000075BD   0x00045E80     32     32     4     
2238   疾    0x000075BE   0x00045F00     32     32     4     
2239   病    0x000075C5   0x00045F80     32     32     4     
2240   症    0x000075C7   0x00046000     32     32     4     
2241   痈    0x000075C8   0x00046080     32     32     4     
2242   痉    0x000075C9   0x00046100     32     32     4     
2243   痊    0x000075CA   0x00046180     32     32     4     
2244   痒    0x000075D2   0x00046200     32     32     4     
2245   痔    0x000075D4   0x00046280     32     32     4     
2246   痕    0x000075D5   0x00046300     32     32     4     
2247   痘    0x000075D8   0x00046380     32     32     4     
2248   痛    0x000075DB   0x00046400     32     32     4     
2249   痞    0x000075DE   0x00046480     32     32     4     
2250   痢    0x000075E2   0x00046500     32     32     4     
2251   痪    0x000075EA   0x00046580     32     32     4     
2252   痰    0x000075F0   0x00046600     32     32     4     
2253   痴    0x000075F4   0x00046680     32     32     4     
2254   痹    0x000075F9   0x00046700     32     32     4     
2255   瘁    0x00007601   0x00046780     32     32     4     
2256   瘟    0x0000761F   0x00046800     32     32     4     
2257   瘤    0x00007624   0x00046880     32     32     4     
2258   瘦    0x00007626   0x00046900     32     32     4     
2259   瘩    0x00007629   0x00046980     32     32     4     
2260   瘪    0x0000762A   0x00046A00     32     32     4     
2261   瘫    0x0000762B   0x00046A80     32     32     4     
2262   瘴    0x00007634   0x00046B00     32     32     4     
2263   瘸    0x00007638   0x00046B80     32     32     4     
2264   癌    0x0000764C   0x00046C00     32     32     4     
2265   癣    0x00007663   0x00046C80     32     32     4     
2266   癸    0x00007678   0x00046D00     32     32     4     
2267   登    0x0000767B   0x00046D80     32     32     4     
2268   白    0x0000767D   0x00046E00     32     32     4     
2269   百    0x0000767E   0x00046E80     32     32     4     
2270   皂    0x00007682   0x00046F00     32     32     4     
2271   的    0x00007684   0x00046F80     32     32     4     
2272   皆    0x00007686   0x00047000     32     32     4     
2273   皇    0x00007687   0x00047080     32     32     4     
2274   皋    0x0000768B   0x00047100     32     32     4     
2275   皑    0x00007691   0x00047180     32     32     4     
2276   皖    0x00007696   0x00047200     32     32     4     
2277   皮    0x000076AE   0x00047280     32     32     4     
2278   皱    0x000076B1   0x00047300     32     32     4     
2279   皿    0x000076BF   0x00047380     32     32     4     
2280   盂    0x000076C2   0x00047400     32     32     4     
2281   盅    0x000076C5   0x00047480     32     32     4     
2282   盆    0x000076C6   0x00047500     32     32     4     
2283   盈    0x000076C8   0x00047580     32     32     4     
2284   益    0x000076CA   0x00047600     32     32     4     
2285   盎    0x000076CE   0x00047680     32     32     4     
2286   盏    0x000076CF   0x00047700     32     32     4     
2287   盐    0x000076D0   0x00047780     32     32     4     
2288   监    0x000076D1   0x00047800     32     32     4     
2289   盒    0x000076D2   0x00047880     32     32     4     
2290   盔    0x000076D4   0x00047900     32     32     4     
2291   盖    0x000076D6   0x00047980     32     32     4     
2292   盗    0x000076D7   0x00047A00     32     32     4     
2293   盘    0x000076D8   0x00047A80     32     32     4     
2294   盛    0x000076DB   0x00047B00     32     32     4     
2295   盟    0x000076DF   0x00047B80     32     32     4     
2296   目    0x000076EE   0x00047C00     32     32     4     
2297   盯    0x000076EF   0x00047C80     32     32     4     
2298   盲    0x000076F2   0x00047D00     32     32     4     
2299   直    0x000076F4   0x00047D80     32     32     4     
2300   相    0x000076F8   0x00047E00     32     32     4     
2301   盼    0x000076FC   0x00047E80     32     32     4     
2302   盾    0x000076FE   0x00047F00     32     32     4     
2303   省    0x00007701   0x00047F80     32     32     4     
2304   眉    0x00007709   0x00048000     32     32     4     
2305   看    0x0000770B   0x00048080     32     32     4     
2306   真    0x0000771F   0x00048100     32     32     4     
2307   眠    0x00007720   0x00048180     32     32     4     
2308   眨    0x00007728   0x00048200     32     32     4     
2309   眩    0x00007729   0x00048280     32     32     4     
2310   眯    0x0000772F   0x00048300     32     32     4     
2311   眶    0x00007736   0x00048380     32     32     4     
2312   眷    0x00007737   0x00048400     32     32     4     
2313   眺    0x0000773A   0x00048480     32     32     4     
2314   眼    0x0000773C   0x00048500     32     32     4     
2315   着    0x00007740   0x00048580     32     32     4     
2316   睁    0x00007741   0x00048600     32     32     4     
2317   睛    0x0000775B   0x00048680     32     32     4     
2318   睡    0x00007761   0x00048700     32     32     4     
2319   督    0x00007763   0x00048780     32     32     4     
2320   睦    0x00007766   0x00048800     32     32     4     
2321   睫    0x0000776B   0x00048880     32     32     4     
2322   睬    0x0000776C   0x00048900     32     32     4     
2323   睹    0x00007779   0x00048980     32     32     4     
2324   瞄    0x00007784   0x00048A00     32     32     4     
2325   瞅    0x00007785   0x00048A80     32     32     4     
2326   瞎    0x0000778E   0x00048B00     32     32     4     
2327   瞒    0x00007792   0x00048B80     32     32     4     
2328   瞥    0x000077A5   0x00048C00     32     32     4     
2329   瞧    0x000077A7   0x00048C80     32     32     4     
2330   瞩    0x000077A9   0x00048D00     32     32     4     
2331   瞪    0x000077AA   0x00048D80     32     32     4     
2332   瞬    0x000077AC   0x00048E00     32     32     4     
2333   瞳    0x000077B3   0x00048E80     32     32     4     
2334   瞻    0x000077BB   0x00048F00     32     32     4     
2335   矗    0x000077D7   0x00048F80     32     32     4     
2336   矛    0x000077DB   0x00049000     32     32     4     
2337   矢    0x000077E2   0x00049080     32     32     4     
2338   矣    0x000077E3   0x00049100     32     32     4     
2339   知    0x000077E5   0x00049180     32     32     4     
2340   矩    0x000077E9   0x00049200     32     32     4     
2341   矫    0x000077EB   0x00049280     32     32     4     
2342   短    0x000077ED   0x00049300     32     32     4     
2343   矮    0x000077EE   0x00049380     32     32     4     
2344   石    0x000077F3   0x00049400     32     32     4     
2345   矽    0x000077FD   0x00049480     32     32     4     
2346   矾    0x000077FE   0x00049500     32     32     4     
2347   矿    0x000077FF   0x00049580     32     32     4     
2348   码    0x00007801   0x00049600     32     32     4     
2349   砂    0x00007802   0x00049680     32     32     4     
2350   砌    0x0000780C   0x00049700     32     32     4     
2351   砍    0x0000780D   0x00049780     32     32     4     
2352   砒    0x00007812   0x00049800     32     32     4     
2353   研    0x00007814   0x00049880     32     32     4     
2354   砖    0x00007816   0x00049900     32     32     4     
2355   砚    0x0000781A   0x00049980     32     32     4     
2356   砧    0x00007827   0x00049A00     32     32     4     
2357   砰    0x00007830   0x00049A80     32     32     4     
2358   破    0x00007834   0x00049B00     32     32     4     
2359   砷    0x00007837   0x00049B80     32     32     4     
2360   砸    0x00007838   0x00049C00     32     32     4     
2361   砾    0x0000783E   0x00049C80     32     32     4     
2362   础    0x00007840   0x00049D00     32     32     4     
2363   硅    0x00007845   0x00049D80     32     32     4     
2364   硒    0x00007852   0x00049E00     32     32     4     
2365   硕    0x00007855   0x00049E80     32     32     4     
2366   硝    0x0000785D   0x00049F00     32     32     4     
2367   硫    0x0000786B   0x00049F80     32     32     4     
2368   硬    0x0000786C   0x0004A000     32     32     4     
2369   确    0x0000786E   0x0004A080     32     32     4     
2370   硷    0x00007877   0x0004A100     32     32     4     
2371   硼    0x0000787C   0x0004A180     32     32     4     
2372   碉    0x00007889   0x0004A200     32     32     4     
2373   碌    0x0000788C   0x0004A280     32     32     4     
2374   碍    0x0000788D   0x0004A300     32     32     4     
2375   碎    0x0000788E   0x0004A380     32     32     4     
2376   碑    0x00007891   0x0004A400     32     32     4     
2377   碗    0x00007897   0x0004A480     32     32     4     
2378   碘    0x00007898   0x0004A500     32     32     4     
2379   碟    0x0000789F   0x0004A580     32     32     4     
2380   碧    0x000078A7   0x0004A600     32     32     4     
2381   碰    0x000078B0   0x0004A680     32     32     4     
2382   碱    0x000078B1   0x0004A700     32     32     4     
2383   碳    0x000078B3   0x0004A780     32     32     4     
2384   碴    0x000078B4   0x0004A800     32     32     4     
2385   碾    0x000078BE   0x0004A880     32     32     4     
2386   磁    0x000078C1   0x0004A900     32     32     4     
2387   磅    0x000078C5   0x0004A980     32     32     4     
2388   磊    0x000078CA   0x0004AA00     32     32     4     
2389   磋    0x000078CB   0x0004AA80     32     32     4     
2390   磐    0x000078D0   0x0004AB00     32     32     4     
2391   磕    0x000078D5   0x0004AB80     32     32     4     
2392   磨    0x000078E8   0x0004AC00     32     32     4     
2393   磷    0x000078F7   0x0004AC80     32     32     4     
2394   磺    0x000078FA   0x0004AD00     32     32     4     
2395   礁    0x00007901   0x0004AD80     32     32     4     
2396   示    0x0000793A   0x0004AE00     32     32     4     
2397   礼    0x0000793C   0x0004AE80     32     32     4     
2398   社    0x0000793E   0x0004AF00     32     32     4     
2399   祁    0x00007941   0x0004AF80     32     32     4     
2400   祈    0x00007948   0x0004B000     32     32     4     
2401   祖    0x00007956   0x0004B080     32     32     4     
2402   祝    0x0000795D   0x0004B100     32     32     4     
2403   神    0x0000795E   0x0004B180     32     32     4     
2404   祟    0x0000795F   0x0004B200     32     32     4     
2405   祥    0x00007965   0x0004B280     32     32     4     
2406   票    0x00007968   0x0004B300     32     32     4     
2407   祭    0x0000796D   0x0004B380     32     32     4     
2408   祷    0x00007977   0x0004B400     32     32     4     
2409   祸    0x00007978   0x0004B480     32     32     4     
2410   禁    0x00007981   0x0004B500     32     32     4     
2411   禄    0x00007984   0x0004B580     32     32     4     
2412   福    0x0000798F   0x0004B600     32     32     4     
2413   禹    0x000079B9   0x0004B680     32     32     4     
2414   离    0x000079BB   0x0004B700     32     32     4     
2415   禽    0x000079BD   0x0004B780     32     32     4     
2416   禾    0x000079BE   0x0004B800     32     32     4     
2417   秀    0x000079C0   0x0004B880     32     32     4     
2418   私    0x000079C1   0x0004B900     32     32     4     
2419   秃    0x000079C3   0x0004B980     32     32     4     
2420   秆    0x000079C6   0x0004BA00     32     32     4     
2421   秉    0x000079C9   0x0004BA80     32     32     4     
