# 汉字 绝对偏移(十六进制)  (从文件头开始)
金 0x0003AFFC
今 0x0003B07C
津 0x0003B0FC
襟 0x0003B17C
紧 0x0003B1FC
锦 0x0003B27C
仅 0x0003B2FC
谨 0x0003B37C
进 0x0003B3FC
靳 0x0003B47C
晋 0x0003B4FC
禁 0x0003B57C
近 0x0003B5FC
烬 0x0003B67C
浸 0x0003B6FC
尽 0x0003B77C
劲 0x0003B7FC
荆 0x0003B87C
兢 0x0003B8FC
茎 0x0003B97C
睛 0x0003B9FC
晶 0x0003BA7C
鲸 0x0003BAFC
京 0x0003BB7C
惊 0x0003BBFC
精 0x0003BC7C
粳 0x0003BCFC
经 0x0003BD7C
井 0x0003BDFC
警 0x0003BE7C
景 0x0003BEFC
颈 0x0003BF7C
静 0x0003BFFC
境 0x0003C07C
敬 0x0003C0FC
镜 0x0003C17C
径 0x0003C1FC
痉 0x0003C27C
靖 0x0003C2FC
竟 0x0003C37C
竞 0x0003C3FC
净 0x0003C47C
炯 0x0003C4FC
窘 0x0003C57C
揪 0x0003C5FC
究 0x0003C67C
纠 0x0003C6FC
玖 0x0003C77C
韭 0x0003C7FC
久 0x0003C87C
灸 0x0003C8FC
九 0x0003C97C
酒 0x0003C9FC
厩 0x0003CA7C
救 0x0003CAFC
旧 0x0003CB7C
臼 0x0003CBFC
舅 0x0003CC7C
咎 0x0003CCFC
就 0x0003CD7C
疚 0x0003CDFC
鞠 0x0003CE7C
拘 0x0003CEFC
狙 0x0003CF7C
疽 0x0003CFFC
居 0x0003D07C
驹 0x0003D0FC
菊 0x0003D17C
局 0x0003D1FC
咀 0x0003D27C
矩 0x0003D2FC
举 0x0003D37C
沮 0x0003D3FC
聚 0x0003D47C
拒 0x0003D4FC
据 0x0003D57C
巨 0x0003D5FC
具 0x0003D67C
距 0x0003D6FC
踞 0x0003D77C
锯 0x0003D7FC
俱 0x0003D87C
句 0x0003D8FC
惧 0x0003D97C
炬 0x0003D9FC
剧 0x0003DA7C
捐 0x0003DAFC
鹃 0x0003DB7C
娟 0x0003DBFC
倦 0x0003DC7C
眷 0x0003DCFC
卷 0x0003DD7C
绢 0x0003DDFC
撅 0x0003DE7C
攫 0x0003DEFC
抉 0x0003DF7C
掘 0x0003DFFC
倔 0x0003E07C
爵 0x0003E0FC
觉 0x0003E17C
决 0x0003E1FC
诀 0x0003E27C
绝 0x0003E2FC
均 0x0003E37C
菌 0x0003E3FC
钧 0x0003E47C
军 0x0003E4FC
君 0x0003E57C
峻 0x0003E5FC
俊 0x0003E67C
竣 0x0003E6FC
浚 0x0003E77C
郡 0x0003E7FC
骏 0x0003E87C
喀 0x0003E8FC
咖 0x0003E97C
卡 0x0003E9FC
咯 0x0003EA7C
开 0x0003EAFC
揩 0x0003EB7C
楷 0x0003EBFC
凯 0x0003EC7C
慨 0x0003ECFC
刊 0x0003ED7C
堪 0x0003EDFC
勘 0x0003EE7C
坎 0x0003EEFC
砍 0x0003EF7C
看 0x0003EFFC
康 0x0003F07C
慷 0x0003F0FC
糠 0x0003F17C
扛 0x0003F1FC
抗 0x0003F27C
亢 0x0003F2FC
炕 0x0003F37C
考 0x0003F3FC
拷 0x0003F47C
烤 0x0003F4FC
靠 0x0003F57C
坷 0x0003F5FC
苛 0x0003F67C
柯 0x0003F6FC
棵 0x0003F77C
磕 0x0003F7FC
颗 0x0003F87C
科 0x0003F8FC
壳 0x0003F97C
咳 0x0003F9FC
可 0x0003FA7C
渴 0x0003FAFC
克 0x0003FB7C
刻 0x0003FBFC
客 0x0003FC7C
课 0x0003FCFC
肯 0x0003FD7C
啃 0x0003FDFC
垦 0x0003FE7C
恳 0x0003FEFC
坑 0x0003FF7C
吭 0x0003FFFC
空 0x0004007C
恐 0x000400FC
孔 0x0004017C
控 0x000401FC
抠 0x0004027C
口 0x000402FC
扣 0x0004037C
寇 0x000403FC
枯 0x0004047C
哭 0x000404FC
窟 0x0004057C
苦 0x000405FC
酷 0x0004067C
库 0x000406FC
裤 0x0004077C
夸 0x000407FC
垮 0x0004087C
挎 0x000408FC
跨 0x0004097C
胯 0x000409FC
块 0x00040A7C
筷 0x00040AFC
侩 0x00040B7C
快 0x00040BFC
宽 0x00040C7C
款 0x00040CFC
匡 0x00040D7C
筐 0x00040DFC
狂 0x00040E7C
框 0x00040EFC
矿 0x00040F7C
眶 0x00040FFC
旷 0x0004107C
况 0x000410FC
亏 0x0004117C
盔 0x000411FC
岿 0x0004127C
窥 0x000412FC
葵 0x0004137C
奎 0x000413FC
魁 0x0004147C
傀 0x000414FC
馈 0x0004157C
愧 0x000415FC
溃 0x0004167C
坤 0x000416FC
昆 0x0004177C
捆 0x000417FC
困 0x0004187C
括 0x000418FC
扩 0x0004197C
廓 0x000419FC
阔 0x00041A7C
垃 0x00041AFC
拉 0x00041B7C
喇 0x00041BFC
蜡 0x00041C7C
腊 0x00041CFC
辣 0x00041D7C
啦 0x00041DFC
莱 0x00041E7C
来 0x00041EFC
赖 0x00041F7C
蓝 0x00041FFC
婪 0x0004207C
栏 0x000420FC
拦 0x0004217C
篮 0x000421FC
阑 0x0004227C
兰 0x000422FC
澜 0x0004237C
谰 0x000423FC
揽 0x0004247C
览 0x000424FC
懒 0x0004257C
缆 0x000425FC
烂 0x0004267C
滥 0x000426FC
琅 0x0004277C
榔 0x000427FC
狼 0x0004287C
廊 0x000428FC
郎 0x0004297C
朗 0x000429FC
浪 0x00042A7C
捞 0x00042AFC
劳 0x00042B7C
牢 0x00042BFC
老 0x00042C7C
佬 0x00042CFC
姥 0x00042D7C
酪 0x00042DFC
烙 0x00042E7C
涝 0x00042EFC
勒 0x00042F7C
乐 0x00042FFC
雷 0x0004307C
镭 0x000430FC
蕾 0x0004317C
磊 0x000431FC
累 0x0004327C
儡 0x000432FC
垒 0x0004337C
擂 0x000433FC
肋 0x0004347C
类 0x000434FC
泪 0x0004357C
棱 0x000435FC
楞 0x0004367C
冷 0x000436FC
厘 0x0004377C
梨 0x000437FC
犁 0x0004387C
黎 0x000438FC
篱 0x0004397C
狸 0x000439FC
离 0x00043A7C
漓 0x00043AFC
理 0x00043B7C
李 0x00043BFC
里 0x00043C7C
鲤 0x00043CFC
礼 0x00043D7C
莉 0x00043DFC
荔 0x00043E7C
吏 0x00043EFC
栗 0x00043F7C
丽 0x00043FFC
厉 0x0004407C
励 0x000440FC
砾 0x0004417C
历 0x000441FC
利 0x0004427C
傈 0x000442FC
例 0x0004437C
俐 0x000443FC
痢 0x0004447C
立 0x000444FC
粒 0x0004457C
沥 0x000445FC
隶 0x0004467C
力 0x000446FC
璃 0x0004477C
哩 0x000447FC
俩 0x0004487C
联 0x000448FC
莲 0x0004497C
连 0x000449FC
镰 0x00044A7C
廉 0x00044AFC
怜 0x00044B7C
涟 0x00044BFC
帘 0x00044C7C
敛 0x00044CFC
脸 0x00044D7C
链 0x00044DFC
恋 0x00044E7C
炼 0x00044EFC
练 0x00044F7C
粮 0x00044FFC
凉 0x0004507C
梁 0x000450FC
粱 0x0004517C
良 0x000451FC
两 0x0004527C
辆 0x000452FC
量 0x0004537C
晾 0x000453FC
亮 0x0004547C
谅 0x000454FC
撩 0x0004557C
聊 0x000455FC
僚 0x0004567C
疗 0x000456FC
燎 0x0004577C
寥 0x000457FC
辽 0x0004587C
潦 0x000458FC
了 0x0004597C
撂 0x000459FC
镣 0x00045A7C
廖 0x00045AFC
料 0x00045B7C
列 0x00045BFC
裂 0x00045C7C
烈 0x00045CFC
劣 0x00045D7C
猎 0x00045DFC
琳 0x00045E7C
林 0x00045EFC
磷 0x00045F7C
霖 0x00045FFC
临 0x0004607C
邻 0x000460FC
鳞 0x0004617C
淋 0x000461FC
凛 0x0004627C
赁 0x000462FC
吝 0x0004637C
拎 0x000463FC
玲 0x0004647C
菱 0x000464FC
零 0x0004657C
龄 0x000465FC
铃 0x0004667C
伶 0x000466FC
羚 0x0004677C
凌 0x000467FC
灵 0x0004687C
陵 0x000468FC
岭 0x0004697C
领 0x000469FC
另 0x00046A7C
令 0x00046AFC
溜 0x00046B7C
琉 0x00046BFC
榴 0x00046C7C
硫 0x00046CFC
馏 0x00046D7C
留 0x00046DFC
刘 0x00046E7C
瘤 0x00046EFC
流 0x00046F7C
柳 0x00046FFC
六 0x0004707C
龙 0x000470FC
聋 0x0004717C
咙 0x000471FC
笼 0x0004727C
窿 0x000472FC
隆 0x0004737C
垄 0x000473FC
拢 0x0004747C
陇 0x000474FC
楼 0x0004757C
娄 0x000475FC
搂 0x0004767C
篓 0x000476FC
漏 0x0004777C
陋 0x000477FC
芦 0x0004787C
卢 0x000478FC
颅 0x0004797C
庐 0x000479FC
炉 0x00047A7C
掳 0x00047AFC
卤 0x00047B7C
虏 0x00047BFC
鲁 0x00047C7C
麓 0x00047CFC
碌 0x00047D7C
露 0x00047DFC
路 0x00047E7C
赂 0x00047EFC
鹿 0x00047F7C
潞 0x00047FFC
禄 0x0004807C
录 0x000480FC
陆 0x0004817C
戮 0x000481FC
驴 0x0004827C
吕 0x000482FC
铝 0x0004837C
侣 0x000483FC
旅 0x0004847C
履 0x000484FC
屡 0x0004857C
缕 0x000485FC
虑 0x0004867C
氯 0x000486FC
律 0x0004877C
率 0x000487FC
滤 0x0004887C
绿 0x000488FC
峦 0x0004897C
挛 0x000489FC
孪 0x00048A7C
滦 0x00048AFC
卵 0x00048B7C
乱 0x00048BFC
掠 0x00048C7C
略 0x00048CFC
抡 0x00048D7C
轮 0x00048DFC
伦 0x00048E7C
仑 0x00048EFC
沦 0x00048F7C
纶 0x00048FFC
论 0x0004907C
萝 0x000490FC
螺 0x0004917C
罗 0x000491FC
逻 0x0004927C
锣 0x000492FC
箩 0x0004937C
骡 0x000493FC
裸 0x0004947C
落 0x000494FC
洛 0x0004957C
骆 0x000495FC
络 0x0004967C
妈 0x000496FC
麻 0x0004977C
玛 0x000497FC
码 0x0004987C
蚂 0x000498FC
马 0x0004997C
骂 0x000499FC
嘛 0x00049A7C
吗 0x00049AFC
埋 0x00049B7C
买 0x00049BFC
麦 0x00049C7C
卖 0x00049CFC
迈 0x00049D7C
脉 0x00049DFC
瞒 0x00049E7C
馒 0x00049EFC
蛮 0x00049F7C
满 0x00049FFC
蔓 0x0004A07C
曼 0x0004A0FC
慢 0x0004A17C
漫 0x0004A1FC
谩 0x0004A27C
芒 0x0004A2FC
茫 0x0004A37C
盲 0x0004A3FC
氓 0x0004A47C
忙 0x0004A4FC
莽 0x0004A57C
猫 0x0004A5FC
茅 0x0004A67C
锚 0x0004A6FC
毛 0x0004A77C
矛 0x0004A7FC
铆 0x0004A87C
卯 0x0004A8FC
茂 0x0004A97C
冒 0x0004A9FC
帽 0x0004AA7C
貌 0x0004AAFC
贸 0x0004AB7C
么 0x0004ABFC
玫 0x0004AC7C
枚 0x0004ACFC
梅 0x0004AD7C
酶 0x0004ADFC
霉 0x0004AE7C
煤 0x0004AEFC
没 0x0004AF7C
眉 0x0004AFFC
媒 0x0004B07C
镁 0x0004B0FC
每 0x0004B17C
美 0x0004B1FC
昧 0x0004B27C
寐 0x0004B2FC
妹 0x0004B37C
媚 0x0004B3FC
门 0x0004B47C
闷 0x0004B4FC
们 0x0004B57C
萌 0x0004B5FC
蒙 0x0004B67C
檬 0x0004B6FC
盟 0x0004B77C
锰 0x0004B7FC
猛 0x0004B87C
梦 0x0004B8FC
孟 0x0004B97C
眯 0x0004B9FC
醚 0x0004BA7C
靡 0x0004BAFC
糜 0x0004BB7C
迷 0x0004BBFC
谜 0x0004BC7C
弥 0x0004BCFC
米 0x0004BD7C
秘 0x0004BDFC
觅 0x0004BE7C
泌 0x0004BEFC
蜜 0x0004BF7C
密 0x0004BFFC
幂 0x0004C07C
棉 0x0004C0FC
眠 0x0004C17C
绵 0x0004C1FC
冕 0x0004C27C
免 0x0004C2FC
勉 0x0004C37C
娩 0x0004C3FC
缅 0x0004C47C
面 0x0004C4FC
苗 0x0004C57C
描 0x0004C5FC
瞄 0x0004C67C
藐 0x0004C6FC
秒 0x0004C77C
渺 0x0004C7FC
庙 0x0004C87C
妙 0x0004C8FC
蔑 0x0004C97C
灭 0x0004C9FC
民 0x0004CA7C
抿 0x0004CAFC
皿 0x0004CB7C
敏 0x0004CBFC
悯 0x0004CC7C
闽 0x0004CCFC
明 0x0004CD7C
螟 0x0004CDFC
鸣 0x0004CE7C
铭 0x0004CEFC
名 0x0004CF7C
命 0x0004CFFC
谬 0x0004D07C
摸 0x0004D0FC
摹 0x0004D17C
蘑 0x0004D1FC
模 0x0004D27C
膜 0x0004D2FC
磨 0x0004D37C
摩 0x0004D3FC
魔 0x0004D47C
抹 0x0004D4FC
末 0x0004D57C
莫 0x0004D5FC
墨 0x0004D67C
默 0x0004D6FC
沫 0x0004D77C
漠 0x0004D7FC
寞 0x0004D87C
陌 0x0004D8FC
谋 0x0004D97C
牟 0x0004D9FC
某 0x0004DA7C
拇 0x0004DAFC
牡 0x0004DB7C
亩 0x0004DBFC
姆 0x0004DC7C
母 0x0004DCFC
墓 0x0004DD7C
暮 0x0004DDFC
幕 0x0004DE7C
募 0x0004DEFC
慕 0x0004DF7C
木 0x0004DFFC
目 0x0004E07C
睦 0x0004E0FC
牧 0x0004E17C
穆 0x0004E1FC
拿 0x0004E27C
哪 0x0004E2FC
呐 0x0004E37C
钠 0x0004E3FC
那 0x0004E47C
娜 0x0004E4FC
纳 0x0004E57C
氖 0x0004E5FC
乃 0x0004E67C
奶 0x0004E6FC
耐 0x0004E77C
奈 0x0004E7FC
南 0x0004E87C
男 0x0004E8FC
难 0x0004E97C
囊 0x0004E9FC
挠 0x0004EA7C
脑 0x0004EAFC
恼 0x0004EB7C
闹 0x0004EBFC
淖 0x0004EC7C
呢 0x0004ECFC
馁 0x0004ED7C
内 0x0004EDFC
嫩 0x0004EE7C
能 0x0004EEFC
妮 0x0004EF7C
霓 0x0004EFFC
倪 0x0004F07C
泥 0x0004F0FC
尼 0x0004F17C
拟 0x0004F1FC
你 0x0004F27C
匿 0x0004F2FC
腻 0x0004F37C
逆 0x0004F3FC
溺 0x0004F47C
蔫 0x0004F4FC
拈 0x0004F57C
年 0x0004F5FC
碾 0x0004F67C
撵 0x0004F6FC
捻 0x0004F77C
念 0x0004F7FC
娘 0x0004F87C
酿 0x0004F8FC
鸟 0x0004F97C
尿 0x0004F9FC
捏 0x0004FA7C
聂 0x0004FAFC
孽 0x0004FB7C
啮 0x0004FBFC
镊 0x0004FC7C
镍 0x0004FCFC
涅 0x0004FD7C
您 0x0004FDFC
柠 0x0004FE7C
狞 0x0004FEFC
凝 0x0004FF7C
宁 0x0004FFFC
拧 0x0005007C
泞 0x000500FC
牛 0x0005017C
扭 0x000501FC
钮 0x0005027C
纽 0x000502FC
脓 0x0005037C
浓 0x000503FC
农 0x0005047C
弄 0x000504FC
奴 0x0005057C
努 0x000505FC
怒 0x0005067C
女 0x000506FC
暖 0x0005077C
虐 0x000507FC
疟 0x0005087C
挪 0x000508FC
懦 0x0005097C
糯 0x000509FC
诺 0x00050A7C
哦 0x00050AFC
欧 0x00050B7C
鸥 0x00050BFC
殴 0x00050C7C
藕 0x00050CFC
呕 0x00050D7C
偶 0x00050DFC
沤 0x00050E7C
啪 0x00050EFC
趴 0x00050F7C
爬 0x00050FFC
帕 0x0005107C
怕 0x000510FC
琶 0x0005117C
拍 0x000511FC
排 0x0005127C
牌 0x000512FC
徘 0x0005137C
湃 0x000513FC
派 0x0005147C
攀 0x000514FC
潘 0x0005157C
盘 0x000515FC
磐 0x0005167C
盼 0x000516FC
畔 0x0005177C
判 0x000517FC
叛 0x0005187C
乓 0x000518FC
庞 0x0005197C
旁 0x000519FC
耪 0x00051A7C
胖 0x00051AFC
抛 0x00051B7C
咆 0x00051BFC
刨 0x00051C7C
炮 0x00051CFC
袍 0x00051D7C
跑 0x00051DFC
泡 0x00051E7C
呸 0x00051EFC
胚 0x00051F7C
培 0x00051FFC
裴 0x0005207C
赔 0x000520FC
陪 0x0005217C
配 0x000521FC
佩 0x0005227C
沛 0x000522FC
喷 0x0005237C
盆 0x000523FC
砰 0x0005247C
抨 0x000524FC
烹 0x0005257C
澎 0x000525FC
彭 0x0005267C
蓬 0x000526FC
棚 0x0005277C
硼 0x000527FC
篷 0x0005287C
膨 0x000528FC
朋 0x0005297C
鹏 0x000529FC
捧 0x00052A7C
碰 0x00052AFC
坯 0x00052B7C
砒 0x00052BFC
霹 0x00052C7C
批 0x00052CFC
披 0x00052D7C
劈 0x00052DFC
琵 0x00052E7C
毗 0x00052EFC
啤 0x00052F7C
脾 0x00052FFC
疲 0x0005307C
皮 0x000530FC
匹 0x0005317C
痞 0x000531FC
僻 0x0005327C
屁 0x000532FC
譬 0x0005337C
篇 0x000533FC
偏 0x0005347C
片 0x000534FC
骗 0x0005357C
飘 0x000535FC
漂 0x0005367C
瓢 0x000536FC
票 0x0005377C
撇 0x000537FC
瞥 0x0005387C
拼 0x000538FC
频 0x0005397C
贫 0x000539FC
品 0x00053A7C
聘 0x00053AFC
乒 0x00053B7C
坪 0x00053BFC
苹 0x00053C7C
萍 0x00053CFC
平 0x00053D7C
凭 0x00053DFC
瓶 0x00053E7C
评 0x00053EFC
屏 0x00053F7C
坡 0x00053FFC
泼 0x0005407C
颇 0x000540FC
婆 0x0005417C
破 0x000541FC
魄 0x0005427C
迫 0x000542FC
粕 0x0005437C
剖 0x000543FC
扑 0x0005447C
铺 0x000544FC
仆 0x0005457C
莆 0x000545FC
葡 0x0005467C
菩 0x000546FC
蒲 0x0005477C
埔 0x000547FC
朴 0x0005487C
圃 0x000548FC
普 0x0005497C
浦 0x000549FC
谱 0x00054A7C
曝 0x00054AFC
瀑 0x00054B7C
期 0x00054BFC
欺 0x00054C7C
栖 0x00054CFC
戚 0x00054D7C
妻 0x00054DFC
七 0x00054E7C
凄 0x00054EFC
漆 0x00054F7C
柒 0x00054FFC
沏 0x0005507C
其 0x000550FC
棋 0x0005517C
奇 0x000551FC
歧 0x0005527C
畦 0x000552FC
崎 0x0005537C
脐 0x000553FC
齐 0x0005547C
旗 0x000554FC
祈 0x0005557C
祁 0x000555FC
骑 0x0005567C
起 0x000556FC
岂 0x0005577C
乞 0x000557FC
企 0x0005587C
启 0x000558FC
契 0x0005597C
砌 0x000559FC
器 0x00055A7C
气 0x00055AFC
迄 0x00055B7C
弃 0x00055BFC
汽 0x00055C7C
泣 0x00055CFC
讫 0x00055D7C
掐 0x00055DFC
恰 0x00055E7C
洽 0x00055EFC
牵 0x00055F7C
扦 0x00055FFC
钎 0x0005607C
铅 0x000560FC
千 0x0005617C
迁 0x000561FC
签 0x0005627C
仟 0x000562FC
谦 0x0005637C
乾 0x000563FC
黔 0x0005647C
钱 0x000564FC
钳 0x0005657C
前 0x000565FC
潜 0x0005667C
遣 0x000566FC
浅 0x0005677C
谴 0x000567FC
堑 0x0005687C
嵌 0x000568FC
欠 0x0005697C
歉 0x000569FC
枪 0x00056A7C
呛 0x00056AFC
腔 0x00056B7C
羌 0x00056BFC
墙 0x00056C7C
蔷 0x00056CFC
强 0x00056D7C
抢 0x00056DFC
橇 0x00056E7C
锹 0x00056EFC
敲 0x00056F7C
悄 0x00056FFC
桥 0x0005707C
瞧 0x000570FC
乔 0x0005717C
侨 0x000571FC
巧 0x0005727C
鞘 0x000572FC
撬 0x0005737C
翘 0x000573FC
峭 0x0005747C
俏 0x000574FC
窍 0x0005757C
切 0x000575FC
茄 0x0005767C
且 0x000576FC
怯 0x0005777C
窃 0x000577FC
钦 0x0005787C
侵 0x000578FC
亲 0x0005797C
秦 0x000579FC
琴 0x00057A7C
勤 0x00057AFC
芹 0x00057B7C
擒 0x00057BFC
禽 0x00057C7C
寝 0x00057CFC
沁 0x00057D7C
青 0x00057DFC
轻 0x00057E7C
氢 0x00057EFC
倾 0x00057F7C
卿 0x00057FFC
清 0x0005807C
擎 0x000580FC
晴 0x0005817C
氰 0x000581FC
情 0x0005827C
顷 0x000582FC
请 0x0005837C
庆 0x000583FC
琼 0x0005847C
穷 0x000584FC
秋 0x0005857C
丘 0x000585FC
邱 0x0005867C
球 0x000586FC
求 0x0005877C
囚 0x000587FC
酋 0x0005887C
泅 0x000588FC
趋 0x0005897C
区 0x000589FC
蛆 0x00058A7C
曲 0x00058AFC
躯 0x00058B7C
屈 0x00058BFC
驱 0x00058C7C
渠 0x00058CFC
取 0x00058D7C
娶 0x00058DFC
龋 0x00058E7C
趣 0x00058EFC
去 0x00058F7C
圈 0x00058FFC
颧 0x0005907C
权 0x000590FC
醛 0x0005917C
泉 0x000591FC
全 0x0005927C
痊 0x000592FC
拳 0x0005937C
犬 0x000593FC
券 0x0005947C
劝 0x000594FC
缺 0x0005957C
炔 0x000595FC
瘸 0x0005967C
却 0x000596FC
鹊 0x0005977C
榷 0x000597FC
确 0x0005987C
雀 0x000598FC
裙 0x0005997C
群 0x000599FC
然 0x00059A7C
燃 0x00059AFC
冉 0x00059B7C
染 0x00059BFC
瓤 0x00059C7C
壤 0x00059CFC
攘 0x00059D7C
嚷 0x00059DFC
让 0x00059E7C
饶 0x00059EFC
扰 0x00059F7C
绕 0x00059FFC
惹 0x0005A07C
热 0x0005A0FC
壬 0x0005A17C
仁 0x0005A1FC
人 0x0005A27C
忍 0x0005A2FC
韧 0x0005A37C
任 0x0005A3FC
认 0x0005A47C
刃 0x0005A4FC
妊 0x0005A57C
纫 0x0005A5FC
扔 0x0005A67C
仍 0x0005A6FC
日 0x0005A77C
戎 0x0005A7FC
茸 0x0005A87C
蓉 0x0005A8FC
荣 0x0005A97C
融 0x0005A9FC
熔 0x0005AA7C
溶 0x0005AAFC
容 0x0005AB7C
绒 0x0005ABFC
冗 0x0005AC7C
揉 0x0005ACFC
柔 0x0005AD7C
肉 0x0005ADFC
茹 0x0005AE7C
蠕 0x0005AEFC
儒 0x0005AF7C
孺 0x0005AFFC
如 0x0005B07C
辱 0x0005B0FC
乳 0x0005B17C
汝 0x0005B1FC
入 0x0005B27C
褥 0x0005B2FC
软 0x0005B37C
阮 0x0005B3FC
蕊 0x0005B47C
瑞 0x0005B4FC
锐 0x0005B57C
闰 0x0005B5FC
润 0x0005B67C
若 0x0005B6FC
弱 0x0005B77C
撒 0x0005B7FC
洒 0x0005B87C
萨 0x0005B8FC
腮 0x0005B97C
鳃 0x0005B9FC
塞 0x0005BA7C
赛 0x0005BAFC
三 0x0005BB7C
叁 0x0005BBFC
伞 0x0005BC7C
散 0x0005BCFC
桑 0x0005BD7C
嗓 0x0005BDFC
丧 0x0005BE7C
搔 0x0005BEFC
骚 0x0005BF7C
扫 0x0005BFFC
嫂 0x0005C07C
瑟 0x0005C0FC
色 0x0005C17C
涩 0x0005C1FC
森 0x0005C27C
僧 0x0005C2FC
莎 0x0005C37C
砂 0x0005C3FC
杀 0x0005C47C
刹 0x0005C4FC
沙 0x0005C57C
纱 0x0005C5FC
傻 0x0005C67C
啥 0x0005C6FC
煞 0x0005C77C
筛 0x0005C7FC
晒 0x0005C87C
珊 0x0005C8FC
苫 0x0005C97C
杉 0x0005C9FC
山 0x0005CA7C
删 0x0005CAFC
煽 0x0005CB7C
衫 0x0005CBFC
闪 0x0005CC7C
陕 0x0005CCFC
擅 0x0005CD7C
赡 0x0005CDFC
膳 0x0005CE7C
善 0x0005CEFC
汕 0x0005CF7C
扇 0x0005CFFC
缮 0x0005D07C
墒 0x0005D0FC
伤 0x0005D17C
商 0x0005D1FC
赏 0x0005D27C
晌 0x0005D2FC
上 0x0005D37C
尚 0x0005D3FC
裳 0x0005D47C
梢 0x0005D4FC
捎 0x0005D57C
稍 0x0005D5FC
烧 0x0005D67C
芍 0x0005D6FC
勺 0x0005D77C
韶 0x0005D7FC
少 0x0005D87C
哨 0x0005D8FC
邵 0x0005D97C
绍 0x0005D9FC
奢 0x0005DA7C
赊 0x0005DAFC
蛇 0x0005DB7C
舌 0x0005DBFC
舍 0x0005DC7C
赦 0x0005DCFC
摄 0x0005DD7C
射 0x0005DDFC
慑 0x0005DE7C
涉 0x0005DEFC
社 0x0005DF7C
设 0x0005DFFC
砷 0x0005E07C
申 0x0005E0FC
呻 0x0005E17C
伸 0x0005E1FC
身 0x0005E27C
深 0x0005E2FC
娠 0x0005E37C
绅 0x0005E3FC
神 0x0005E47C
沈 0x0005E4FC
审 0x0005E57C
婶 0x0005E5FC
甚 0x0005E67C
肾 0x0005E6FC
慎 0x0005E77C
渗 0x0005E7FC
声 0x0005E87C
生 0x0005E8FC
甥 0x0005E97C
牲 0x0005E9FC
升 0x0005EA7C
绳 0x0005EAFC
省 0x0005EB7C
盛 0x0005EBFC
剩 0x0005EC7C
胜 0x0005ECFC
圣 0x0005ED7C
师 0x0005EDFC
失 0x0005EE7C
狮 0x0005EEFC
施 0x0005EF7C
湿 0x0005EFFC
诗 0x0005F07C
尸 0x0005F0FC
虱 0x0005F17C
十 0x0005F1FC
石 0x0005F27C
拾 0x0005F2FC
时 0x0005F37C
什 0x0005F3FC
食 0x0005F47C
蚀 0x0005F4FC
实 0x0005F57C
识 0x0005F5FC
史 0x0005F67C
矢 0x0005F6FC
使 0x0005F77C
屎 0x0005F7FC
驶 0x0005F87C
始 0x0005F8FC
式 0x0005F97C
示 0x0005F9FC
士 0x0005FA7C
世 0x0005FAFC
柿 0x0005FB7C
事 0x0005FBFC
拭 0x0005FC7C
誓 0x0005FCFC
逝 0x0005FD7C
势 0x0005FDFC
是 0x0005FE7C
嗜 0x0005FEFC
噬 0x0005FF7C
适 0x0005FFFC
仕 0x0006007C
侍 0x000600FC
释 0x0006017C
饰 0x000601FC
氏 0x0006027C
市 0x000602FC
恃 0x0006037C
室 0x000603FC
视 0x0006047C
试 0x000604FC
收 0x0006057C
手 0x000605FC
首 0x0006067C
守 0x000606FC
寿 0x0006077C
授 0x000607FC
售 0x0006087C
受 0x000608FC
瘦 0x0006097C
兽 0x000609FC
蔬 0x00060A7C
枢 0x00060AFC
梳 0x00060B7C
殊 0x00060BFC
抒 0x00060C7C
输 0x00060CFC
叔 0x00060D7C
舒 0x00060DFC
淑 0x00060E7C
疏 0x00060EFC
书 0x00060F7C
赎 0x00060FFC
孰 0x0006107C
熟 0x000610FC
薯 0x0006117C
暑 0x000611FC
曙 0x0006127C
署 0x000612FC
蜀 0x0006137C
黍 0x000613FC
鼠 0x0006147C
属 0x000614FC
术 0x0006157C
述 0x000615FC
树 0x0006167C
束 0x000616FC
戍 0x0006177C
竖 0x000617FC
墅 0x0006187C
庶 0x000618FC
数 0x0006197C
漱 0x000619FC
恕 0x00061A7C
刷 0x00061AFC
耍 0x00061B7C
摔 0x00061BFC
衰 0x00061C7C
甩 0x00061CFC
帅 0x00061D7C
栓 0x00061DFC
拴 0x00061E7C
霜 0x00061EFC
双 0x00061F7C
爽 0x00061FFC
谁 0x0006207C
水 0x000620FC
睡 0x0006217C
税 0x000621FC
吮 0x0006227C
瞬 0x000622FC
顺 0x0006237C
舜 0x000623FC
说 0x0006247C
硕 0x000624FC
朔 0x0006257C
烁 0x000625FC
斯 0x0006267C
撕 0x000626FC
嘶 0x0006277C
思 0x000627FC
私 0x0006287C
司 0x000628FC
丝 0x0006297C
死 0x000629FC
肆 0x00062A7C
寺 0x00062AFC
嗣 0x00062B7C
四 0x00062BFC
伺 0x00062C7C
似 0x00062CFC
饲 0x00062D7C
巳 0x00062DFC
松 0x00062E7C
耸 0x00062EFC
怂 0x00062F7C
颂 0x00062FFC
送 0x0006307C
宋 0x000630FC
讼 0x0006317C
诵 0x000631FC
搜 0x0006327C
艘 0x000632FC
擞 0x0006337C
嗽 0x000633FC
苏 0x0006347C
酥 0x000634FC
俗 0x0006357C
素 0x000635FC
速 0x0006367C
粟 0x000636FC
僳 0x0006377C
塑 0x000637FC
溯 0x0006387C
