16x16 汉字点阵字库索引表 (按 Unicode 排序)
字符数量: 3755
固定尺寸: 16x16
字体: C:/Windows/Fonts/msyh.ttc

序号     字符   Unicode      偏移(Hex)      宽度     高度     pitch 
870    宝    0x00005B9D   0x00006CC0     16     16     2     
871    实    0x00005B9E   0x00006CE0     16     16     2     
872    宠    0x00005BA0   0x00006D00     16     16     2     
873    审    0x00005BA1   0x00006D20     16     16     2     
874    客    0x00005BA2   0x00006D40     16     16     2     
875    宣    0x00005BA3   0x00006D60     16     16     2     
876    室    0x00005BA4   0x00006D80     16     16     2     
877    宦    0x00005BA6   0x00006DA0     16     16     2     
878    宪    0x00005BAA   0x00006DC0     16     16     2     
879    宫    0x00005BAB   0x00006DE0     16     16     2     
880    宰    0x00005BB0   0x00006E00     16     16     2     
881    害    0x00005BB3   0x00006E20     16     16     2     
882    宴    0x00005BB4   0x00006E40     16     16     2     
883    宵    0x00005BB5   0x00006E60     16     16     2     
884    家    0x00005BB6   0x00006E80     16     16     2     
885    容    0x00005BB9   0x00006EA0     16     16     2     
886    宽    0x00005BBD   0x00006EC0     16     16     2     
887    宾    0x00005BBE   0x00006EE0     16     16     2     
888    宿    0x00005BBF   0x00006F00     16     16     2     
889    寂    0x00005BC2   0x00006F20     16     16     2     
890    寄    0x00005BC4   0x00006F40     16     16     2     
891    寅    0x00005BC5   0x00006F60     16     16     2     
892    密    0x00005BC6   0x00006F80     16     16     2     
893    寇    0x00005BC7   0x00006FA0     16     16     2     
894    富    0x00005BCC   0x00006FC0     16     16     2     
895    寐    0x00005BD0   0x00006FE0     16     16     2     
896    寒    0x00005BD2   0x00007000     16     16     2     
897    寓    0x00005BD3   0x00007020     16     16     2     
898    寝    0x00005BDD   0x00007040     16     16     2     
899    寞    0x00005BDE   0x00007060     16     16     2     
900    察    0x00005BDF   0x00007080     16     16     2     
901    寡    0x00005BE1   0x000070A0     16     16     2     
902    寥    0x00005BE5   0x000070C0     16     16     2     
903    寨    0x00005BE8   0x000070E0     16     16     2     
904    寸    0x00005BF8   0x00007100     16     16     2     
905    对    0x00005BF9   0x00007120     16     16     2     
906    寺    0x00005BFA   0x00007140     16     16     2     
907    寻    0x00005BFB   0x00007160     16     16     2     
908    导    0x00005BFC   0x00007180     16     16     2     
909    寿    0x00005BFF   0x000071A0     16     16     2     
910    封    0x00005C01   0x000071C0     16     16     2     
911    射    0x00005C04   0x000071E0     16     16     2     
912    将    0x00005C06   0x00007200     16     16     2     
913    尉    0x00005C09   0x00007220     16     16     2     
914    尊    0x00005C0A   0x00007240     16     16     2     
915    小    0x00005C0F   0x00007260     16     16     2     
916    少    0x00005C11   0x00007280     16     16     2     
917    尔    0x00005C14   0x000072A0     16     16     2     
918    尖    0x00005C16   0x000072C0     16     16     2     
919    尘    0x00005C18   0x000072E0     16     16     2     
920    尚    0x00005C1A   0x00007300     16     16     2     
921    尝    0x00005C1D   0x00007320     16     16     2     
922    尤    0x00005C24   0x00007340     16     16     2     
923    尧    0x00005C27   0x00007360     16     16     2     
924    就    0x00005C31   0x00007380     16     16     2     
925    尸    0x00005C38   0x000073A0     16     16     2     
926    尹    0x00005C39   0x000073C0     16     16     2     
927    尺    0x00005C3A   0x000073E0     16     16     2     
928    尼    0x00005C3C   0x00007400     16     16     2     
929    尽    0x00005C3D   0x00007420     16     16     2     
930    尾    0x00005C3E   0x00007440     16     16     2     
931    尿    0x00005C3F   0x00007460     16     16     2     
932    局    0x00005C40   0x00007480     16     16     2     
933    屁    0x00005C41   0x000074A0     16     16     2     
934    层    0x00005C42   0x000074C0     16     16     2     
935    居    0x00005C45   0x000074E0     16     16     2     
936    屈    0x00005C48   0x00007500     16     16     2     
937    屉    0x00005C49   0x00007520     16     16     2     
938    届    0x00005C4A   0x00007540     16     16     2     
939    屋    0x00005C4B   0x00007560     16     16     2     
940    屎    0x00005C4E   0x00007580     16     16     2     
941    屏    0x00005C4F   0x000075A0     16     16     2     
942    屑    0x00005C51   0x000075C0     16     16     2     
943    展    0x00005C55   0x000075E0     16     16     2     
944    属    0x00005C5E   0x00007600     16     16     2     
945    屠    0x00005C60   0x00007620     16     16     2     
946    屡    0x00005C61   0x00007640     16     16     2     
947    履    0x00005C65   0x00007660     16     16     2     
948    屯    0x00005C6F   0x00007680     16     16     2     
949    山    0x00005C71   0x000076A0     16     16     2     
950    屹    0x00005C79   0x000076C0     16     16     2     
951    屿    0x00005C7F   0x000076E0     16     16     2     
952    岁    0x00005C81   0x00007700     16     16     2     
953    岂    0x00005C82   0x00007720     16     16     2     
954    岔    0x00005C94   0x00007740     16     16     2     
955    岗    0x00005C97   0x00007760     16     16     2     
956    岛    0x00005C9B   0x00007780     16     16     2     
957    岩    0x00005CA9   0x000077A0     16     16     2     
958    岭    0x00005CAD   0x000077C0     16     16     2     
959    岳    0x00005CB3   0x000077E0     16     16     2     
960    岸    0x00005CB8   0x00007800     16     16     2     
961    岿    0x00005CBF   0x00007820     16     16     2     
962    峙    0x00005CD9   0x00007840     16     16     2     
963    峡    0x00005CE1   0x00007860     16     16     2     
964    峦    0x00005CE6   0x00007880     16     16     2     
965    峨    0x00005CE8   0x000078A0     16     16     2     
966    峪    0x00005CEA   0x000078C0     16     16     2     
967    峭    0x00005CED   0x000078E0     16     16     2     
968    峰    0x00005CF0   0x00007900     16     16     2     
969    峻    0x00005CFB   0x00007920     16     16     2     
970    崇    0x00005D07   0x00007940     16     16     2     
971    崎    0x00005D0E   0x00007960     16     16     2     
972    崔    0x00005D14   0x00007980     16     16     2     
973    崖    0x00005D16   0x000079A0     16     16     2     
974    崩    0x00005D29   0x000079C0     16     16     2     
975    崭    0x00005D2D   0x000079E0     16     16     2     
976    嵌    0x00005D4C   0x00007A00     16     16     2     
977    巍    0x00005DCD   0x00007A20     16     16     2     
978    川    0x00005DDD   0x00007A40     16     16     2     
979    州    0x00005DDE   0x00007A60     16     16     2     
980    巡    0x00005DE1   0x00007A80     16     16     2     
981    巢    0x00005DE2   0x00007AA0     16     16     2     
982    工    0x00005DE5   0x00007AC0     16     16     2     
983    左    0x00005DE6   0x00007AE0     16     16     2     
984    巧    0x00005DE7   0x00007B00     16     16     2     
985    巨    0x00005DE8   0x00007B20     16     16     2     
986    巩    0x00005DE9   0x00007B40     16     16     2     
987    巫    0x00005DEB   0x00007B60     16     16     2     
988    差    0x00005DEE   0x00007B80     16     16     2     
989    己    0x00005DF1   0x00007BA0     16     16     2     
990    已    0x00005DF2   0x00007BC0     16     16     2     
991    巳    0x00005DF3   0x00007BE0     16     16     2     
992    巴    0x00005DF4   0x00007C00     16     16     2     
993    巷    0x00005DF7   0x00007C20     16     16     2     
994    巾    0x00005DFE   0x00007C40     16     16     2     
995    币    0x00005E01   0x00007C60     16     16     2     
996    市    0x00005E02   0x00007C80     16     16     2     
997    布    0x00005E03   0x00007CA0     16     16     2     
998    帅    0x00005E05   0x00007CC0     16     16     2     
999    帆    0x00005E06   0x00007CE0     16     16     2     
1000   师    0x00005E08   0x00007D00     16     16     2     
1001   希    0x00005E0C   0x00007D20     16     16     2     
1002   帐    0x00005E10   0x00007D40     16     16     2     
1003   帕    0x00005E15   0x00007D60     16     16     2     
1004   帖    0x00005E16   0x00007D80     16     16     2     
1005   帘    0x00005E18   0x00007DA0     16     16     2     
1006   帚    0x00005E1A   0x00007DC0     16     16     2     
1007   帛    0x00005E1B   0x00007DE0     16     16     2     
1008   帜    0x00005E1C   0x00007E00     16     16     2     
1009   帝    0x00005E1D   0x00007E20     16     16     2     
1010   带    0x00005E26   0x00007E40     16     16     2     
1011   帧    0x00005E27   0x00007E60     16     16     2     
1012   席    0x00005E2D   0x00007E80     16     16     2     
1013   帮    0x00005E2E   0x00007EA0     16     16     2     
1014   常    0x00005E38   0x00007EC0     16     16     2     
1015   帽    0x00005E3D   0x00007EE0     16     16     2     
1016   幂    0x00005E42   0x00007F00     16     16     2     
1017   幅    0x00005E45   0x00007F20     16     16     2     
1018   幌    0x00005E4C   0x00007F40     16     16     2     
1019   幕    0x00005E55   0x00007F60     16     16     2     
1020   幢    0x00005E62   0x00007F80     16     16     2     
1021   干    0x00005E72   0x00007FA0     16     16     2     
1022   平    0x00005E73   0x00007FC0     16     16     2     
1023   年    0x00005E74   0x00007FE0     16     16     2     
1024   并    0x00005E76   0x00008000     16     16     2     
1025   幸    0x00005E78   0x00008020     16     16     2     
1026   幻    0x00005E7B   0x00008040     16     16     2     
1027   幼    0x00005E7C   0x00008060     16     16     2     
1028   幽    0x00005E7D   0x00008080     16     16     2     
1029   广    0x00005E7F   0x000080A0     16     16     2     
1030   庄    0x00005E84   0x000080C0     16     16     2     
1031   庆    0x00005E86   0x000080E0     16     16     2     
1032   庇    0x00005E87   0x00008100     16     16     2     
1033   床    0x00005E8A   0x00008120     16     16     2     
1034   序    0x00005E8F   0x00008140     16     16     2     
1035   庐    0x00005E90   0x00008160     16     16     2     
1036   库    0x00005E93   0x00008180     16     16     2     
1037   应    0x00005E94   0x000081A0     16     16     2     
1038   底    0x00005E95   0x000081C0     16     16     2     
1039   店    0x00005E97   0x000081E0     16     16     2     
1040   庙    0x00005E99   0x00008200     16     16     2     
1041   庚    0x00005E9A   0x00008220     16     16     2     
1042   府    0x00005E9C   0x00008240     16     16     2     
1043   庞    0x00005E9E   0x00008260     16     16     2     
1044   废    0x00005E9F   0x00008280     16     16     2     
1045   度    0x00005EA6   0x000082A0     16     16     2     
1046   座    0x00005EA7   0x000082C0     16     16     2     
1047   庭    0x00005EAD   0x000082E0     16     16     2     
1048   庶    0x00005EB6   0x00008300     16     16     2     
1049   康    0x00005EB7   0x00008320     16     16     2     
1050   庸    0x00005EB8   0x00008340     16     16     2     
1051   廉    0x00005EC9   0x00008360     16     16     2     
1052   廊    0x00005ECA   0x00008380     16     16     2     
1053   廓    0x00005ED3   0x000083A0     16     16     2     
1054   廖    0x00005ED6   0x000083C0     16     16     2     
1055   延    0x00005EF6   0x000083E0     16     16     2     
1056   廷    0x00005EF7   0x00008400     16     16     2     
1057   建    0x00005EFA   0x00008420     16     16     2     
1058   开    0x00005F00   0x00008440     16     16     2     
1059   异    0x00005F02   0x00008460     16     16     2     
1060   弃    0x00005F03   0x00008480     16     16     2     
1061   弄    0x00005F04   0x000084A0     16     16     2     
1062   弊    0x00005F0A   0x000084C0     16     16     2     
1063   式    0x00005F0F   0x000084E0     16     16     2     
1064   弓    0x00005F13   0x00008500     16     16     2     
1065   引    0x00005F15   0x00008520     16     16     2     
1066   弗    0x00005F17   0x00008540     16     16     2     
1067   弘    0x00005F18   0x00008560     16     16     2     
1068   弛    0x00005F1B   0x00008580     16     16     2     
1069   弟    0x00005F1F   0x000085A0     16     16     2     
1070   张    0x00005F20   0x000085C0     16     16     2     
1071   弥    0x00005F25   0x000085E0     16     16     2     
1072   弦    0x00005F26   0x00008600     16     16     2     
1073   弧    0x00005F27   0x00008620     16     16     2     
1074   弯    0x00005F2F   0x00008640     16     16     2     
1075   弱    0x00005F31   0x00008660     16     16     2     
1076   弹    0x00005F39   0x00008680     16     16     2     
1077   强    0x00005F3A   0x000086A0     16     16     2     
1078   归    0x00005F52   0x000086C0     16     16     2     
1079   当    0x00005F53   0x000086E0     16     16     2     
1080   录    0x00005F55   0x00008700     16     16     2     
1081   彝    0x00005F5D   0x00008720     16     16     2     
1082   形    0x00005F62   0x00008740     16     16     2     
1083   彤    0x00005F64   0x00008760     16     16     2     
1084   彦    0x00005F66   0x00008780     16     16     2     
1085   彩    0x00005F69   0x000087A0     16     16     2     
1086   彪    0x00005F6A   0x000087C0     16     16     2     
1087   彬    0x00005F6C   0x000087E0     16     16     2     
1088   彭    0x00005F6D   0x00008800     16     16     2     
1089   彰    0x00005F70   0x00008820     16     16     2     
1090   影    0x00005F71   0x00008840     16     16     2     
1091   役    0x00005F79   0x00008860     16     16     2     
1092   彻    0x00005F7B   0x00008880     16     16     2     
1093   彼    0x00005F7C   0x000088A0     16     16     2     
1094   往    0x00005F80   0x000088C0     16     16     2     
1095   征    0x00005F81   0x000088E0     16     16     2     
1096   径    0x00005F84   0x00008900     16     16     2     
1097   待    0x00005F85   0x00008920     16     16     2     
1098   很    0x00005F88   0x00008940     16     16     2     
1099   徊    0x00005F8A   0x00008960     16     16     2     
1100   律    0x00005F8B   0x00008980     16     16     2     
1101   徐    0x00005F90   0x000089A0     16     16     2     
1102   徒    0x00005F92   0x000089C0     16     16     2     
1103   得    0x00005F97   0x000089E0     16     16     2     
1104   徘    0x00005F98   0x00008A00     16     16     2     
1105   御    0x00005FA1   0x00008A20     16     16     2     
1106   循    0x00005FAA   0x00008A40     16     16     2     
1107   微    0x00005FAE   0x00008A60     16     16     2     
1108   德    0x00005FB7   0x00008A80     16     16     2     
1109   徽    0x00005FBD   0x00008AA0     16     16     2     
1110   心    0x00005FC3   0x00008AC0     16     16     2     
1111   必    0x00005FC5   0x00008AE0     16     16     2     
1112   忆    0x00005FC6   0x00008B00     16     16     2     
1113   忌    0x00005FCC   0x00008B20     16     16     2     
1114   忍    0x00005FCD   0x00008B40     16     16     2     
1115   志    0x00005FD7   0x00008B60     16     16     2     
1116   忘    0x00005FD8   0x00008B80     16     16     2     
1117   忙    0x00005FD9   0x00008BA0     16     16     2     
1118   忠    0x00005FE0   0x00008BC0     16     16     2     
1119   忧    0x00005FE7   0x00008BE0     16     16     2     
1120   快    0x00005FEB   0x00008C00     16     16     2     
1121   忱    0x00005FF1   0x00008C20     16     16     2     
1122   念    0x00005FF5   0x00008C40     16     16     2     
1123   忻    0x00005FFB   0x00008C60     16     16     2     
1124   忽    0x00005FFD   0x00008C80     16     16     2     
1125   忿    0x00005FFF   0x00008CA0     16     16     2     
1126   怀    0x00006000   0x00008CC0     16     16     2     
1127   态    0x00006001   0x00008CE0     16     16     2     
1128   怂    0x00006002   0x00008D00     16     16     2     
1129   怎    0x0000600E   0x00008D20     16     16     2     
1130   怒    0x00006012   0x00008D40     16     16     2     
1131   怔    0x00006014   0x00008D60     16     16     2     
1132   怕    0x00006015   0x00008D80     16     16     2     
1133   怖    0x00006016   0x00008DA0     16     16     2     
1134   怜    0x0000601C   0x00008DC0     16     16     2     
1135   思    0x0000601D   0x00008DE0     16     16     2     
1136   怠    0x00006020   0x00008E00     16     16     2     
1137   急    0x00006025   0x00008E20     16     16     2     
1138   性    0x00006027   0x00008E40     16     16     2     
1139   怨    0x00006028   0x00008E60     16     16     2     
1140   怪    0x0000602A   0x00008E80     16     16     2     
1141   怯    0x0000602F   0x00008EA0     16     16     2     
1142   总    0x0000603B   0x00008EC0     16     16     2     
1143   恃    0x00006043   0x00008EE0     16     16     2     
1144   恋    0x0000604B   0x00008F00     16     16     2     
1145   恍    0x0000604D   0x00008F20     16     16     2     
1146   恐    0x00006050   0x00008F40     16     16     2     
1147   恒    0x00006052   0x00008F60     16     16     2     
1148   恕    0x00006055   0x00008F80     16     16     2     
1149   恢    0x00006062   0x00008FA0     16     16     2     
1150   恤    0x00006064   0x00008FC0     16     16     2     
1151   恨    0x00006068   0x00008FE0     16     16     2     
1152   恩    0x00006069   0x00009000     16     16     2     
1153   恫    0x0000606B   0x00009020     16     16     2     
1154   恬    0x0000606C   0x00009040     16     16     2     
1155   恭    0x0000606D   0x00009060     16     16     2     
1156   息    0x0000606F   0x00009080     16     16     2     
1157   恰    0x00006070   0x000090A0     16     16     2     
1158   恳    0x00006073   0x000090C0     16     16     2     
1159   恶    0x00006076   0x000090E0     16     16     2     
1160   恼    0x0000607C   0x00009100     16     16     2     
1161   恿    0x0000607F   0x00009120     16     16     2     
1162   悄    0x00006084   0x00009140     16     16     2     
1163   悉    0x00006089   0x00009160     16     16     2     
1164   悍    0x0000608D   0x00009180     16     16     2     
1165   悔    0x00006094   0x000091A0     16     16     2     
1166   悟    0x0000609F   0x000091C0     16     16     2     
1167   悠    0x000060A0   0x000091E0     16     16     2     
1168   患    0x000060A3   0x00009200     16     16     2     
1169   悦    0x000060A6   0x00009220     16     16     2     
1170   您    0x000060A8   0x00009240     16     16     2     
1171   悬    0x000060AC   0x00009260     16     16     2     
1172   悯    0x000060AF   0x00009280     16     16     2     
1173   悲    0x000060B2   0x000092A0     16     16     2     
1174   悸    0x000060B8   0x000092C0     16     16     2     
1175   悼    0x000060BC   0x000092E0     16     16     2     
1176   情    0x000060C5   0x00009300     16     16     2     
1177   惊    0x000060CA   0x00009320     16     16     2     
1178   惋    0x000060CB   0x00009340     16     16     2     
1179   惑    0x000060D1   0x00009360     16     16     2     
1180   惕    0x000060D5   0x00009380     16     16     2     
1181   惜    0x000060DC   0x000093A0     16     16     2     
1182   惟    0x000060DF   0x000093C0     16     16     2     
1183   惠    0x000060E0   0x000093E0     16     16     2     
1184   惦    0x000060E6   0x00009400     16     16     2     
1185   惧    0x000060E7   0x00009420     16     16     2     
1186   惨    0x000060E8   0x00009440     16     16     2     
1187   惩    0x000060E9   0x00009460     16     16     2     
1188   惫    0x000060EB   0x00009480     16     16     2     
1189   惭    0x000060ED   0x000094A0     16     16     2     
1190   惮    0x000060EE   0x000094C0     16     16     2     
1191   惯    0x000060EF   0x000094E0     16     16     2     
1192   惰    0x000060F0   0x00009500     16     16     2     
1193   想    0x000060F3   0x00009520     16     16     2     
1194   惶    0x000060F6   0x00009540     16     16     2     
1195   惹    0x000060F9   0x00009560     16     16     2     
1196   惺    0x000060FA   0x00009580     16     16     2     
1197   愁    0x00006101   0x000095A0     16     16     2     
1198   愈    0x00006108   0x000095C0     16     16     2     
1199   愉    0x00006109   0x000095E0     16     16     2     
1200   意    0x0000610F   0x00009600     16     16     2     
1201   愚    0x0000611A   0x00009620     16     16     2     
1202   感    0x0000611F   0x00009640     16     16     2     
1203   愤    0x00006124   0x00009660     16     16     2     
1204   愧    0x00006127   0x00009680     16     16     2     
1205   愿    0x0000613F   0x000096A0     16     16     2     
1206   慈    0x00006148   0x000096C0     16     16     2     
1207   慌    0x0000614C   0x000096E0     16     16     2     
1208   慎    0x0000614E   0x00009700     16     16     2     
1209   慑    0x00006151   0x00009720     16     16     2     
1210   慕    0x00006155   0x00009740     16     16     2     
1211   慢    0x00006162   0x00009760     16     16     2     
1212   慧    0x00006167   0x00009780     16     16     2     
1213   慨    0x00006168   0x000097A0     16     16     2     
1214   慰    0x00006170   0x000097C0     16     16     2     
1215   慷    0x00006177   0x000097E0     16     16     2     
1216   憋    0x0000618B   0x00009800     16     16     2     
1217   憎    0x0000618E   0x00009820     16     16     2     
1218   憨    0x000061A8   0x00009840     16     16     2     
1219   憾    0x000061BE   0x00009860     16     16     2     
1220   懂    0x000061C2   0x00009880     16     16     2     
1221   懈    0x000061C8   0x000098A0     16     16     2     
1222   懊    0x000061CA   0x000098C0     16     16     2     
1223   懒    0x000061D2   0x000098E0     16     16     2     
1224   懦    0x000061E6   0x00009900     16     16     2     
1225   戈    0x00006208   0x00009920     16     16     2     
1226   戊    0x0000620A   0x00009940     16     16     2     
1227   戌    0x0000620C   0x00009960     16     16     2     
1228   戍    0x0000620D   0x00009980     16     16     2     
1229   戎    0x0000620E   0x000099A0     16     16     2     
1230   戏    0x0000620F   0x000099C0     16     16     2     
1231   成    0x00006210   0x000099E0     16     16     2     
1232   我    0x00006211   0x00009A00     16     16     2     
1233   戒    0x00006212   0x00009A20     16     16     2     
1234   或    0x00006216   0x00009A40     16     16     2     
1235   战    0x00006218   0x00009A60     16     16     2     
1236   戚    0x0000621A   0x00009A80     16     16     2     
1237   截    0x0000622A   0x00009AA0     16     16     2     
1238   戮    0x0000622E   0x00009AC0     16     16     2     
1239   戳    0x00006233   0x00009AE0     16     16     2     
1240   戴    0x00006234   0x00009B00     16     16     2     
1241   户    0x00006237   0x00009B20     16     16     2     
1242   房    0x0000623F   0x00009B40     16     16     2     
1243   所    0x00006240   0x00009B60     16     16     2     
1244   扁    0x00006241   0x00009B80     16     16     2     
1245   扇    0x00006247   0x00009BA0     16     16     2     
1246   手    0x0000624B   0x00009BC0     16     16     2     
1247   才    0x0000624D   0x00009BE0     16     16     2     
1248   扎    0x0000624E   0x00009C00     16     16     2     
1249   扑    0x00006251   0x00009C20     16     16     2     
1250   扒    0x00006252   0x00009C40     16     16     2     
1251   打    0x00006253   0x00009C60     16     16     2     
1252   扔    0x00006254   0x00009C80     16     16     2     
1253   托    0x00006258   0x00009CA0     16     16     2     
1254   扛    0x0000625B   0x00009CC0     16     16     2     
1255   扣    0x00006263   0x00009CE0     16     16     2     
1256   扦    0x00006266   0x00009D00     16     16     2     
1257   执    0x00006267   0x00009D20     16     16     2     
1258   扩    0x00006269   0x00009D40     16     16     2     
1259   扫    0x0000626B   0x00009D60     16     16     2     
1260   扬    0x0000626C   0x00009D80     16     16     2     
1261   扭    0x0000626D   0x00009DA0     16     16     2     
1262   扮    0x0000626E   0x00009DC0     16     16     2     
1263   扯    0x0000626F   0x00009DE0     16     16     2     
1264   扰    0x00006270   0x00009E00     16     16     2     
1265   扳    0x00006273   0x00009E20     16     16     2     
1266   扶    0x00006276   0x00009E40     16     16     2     
1267   批    0x00006279   0x00009E60     16     16     2     
1268   扼    0x0000627C   0x00009E80     16     16     2     
1269   找    0x0000627E   0x00009EA0     16     16     2     
1270   承    0x0000627F   0x00009EC0     16     16     2     
1271   技    0x00006280   0x00009EE0     16     16     2     
1272   抄    0x00006284   0x00009F00     16     16     2     
1273   抉    0x00006289   0x00009F20     16     16     2     
1274   把    0x0000628A   0x00009F40     16     16     2     
1275   抑    0x00006291   0x00009F60     16     16     2     
1276   抒    0x00006292   0x00009F80     16     16     2     
1277   抓    0x00006293   0x00009FA0     16     16     2     
1278   投    0x00006295   0x00009FC0     16     16     2     
1279   抖    0x00006296   0x00009FE0     16     16     2     
1280   抗    0x00006297   0x0000A000     16     16     2     
1281   折    0x00006298   0x0000A020     16     16     2     
1282   抚    0x0000629A   0x0000A040     16     16     2     
1283   抛    0x0000629B   0x0000A060     16     16     2     
1284   抠    0x000062A0   0x0000A080     16     16     2     
1285   抡    0x000062A1   0x0000A0A0     16     16     2     
1286   抢    0x000062A2   0x0000A0C0     16     16     2     
1287   护    0x000062A4   0x0000A0E0     16     16     2     
1288   报    0x000062A5   0x0000A100     16     16     2     
1289   抨    0x000062A8   0x0000A120     16     16     2     
1290   披    0x000062AB   0x0000A140     16     16     2     
1291   抬    0x000062AC   0x0000A160     16     16     2     
1292   抱    0x000062B1   0x0000A180     16     16     2     
1293   抵    0x000062B5   0x0000A1A0     16     16     2     
1294   抹    0x000062B9   0x0000A1C0     16     16     2     
1295   押    0x000062BC   0x0000A1E0     16     16     2     
1296   抽    0x000062BD   0x0000A200     16     16     2     
1297   抿    0x000062BF   0x0000A220     16     16     2     
1298   拂    0x000062C2   0x0000A240     16     16     2     
1299   拄    0x000062C4   0x0000A260     16     16     2     
1300   担    0x000062C5   0x0000A280     16     16     2     
1301   拆    0x000062C6   0x0000A2A0     16     16     2     
1302   拇    0x000062C7   0x0000A2C0     16     16     2     
1303   拈    0x000062C8   0x0000A2E0     16     16     2     
1304   拉    0x000062C9   0x0000A300     16     16     2     
1305   拌    0x000062CC   0x0000A320     16     16     2     
1306   拍    0x000062CD   0x0000A340     16     16     2     
1307   拎    0x000062CE   0x0000A360     16     16     2     
1308   拐    0x000062D0   0x0000A380     16     16     2     
1309   拒    0x000062D2   0x0000A3A0     16     16     2     
1310   拓    0x000062D3   0x0000A3C0     16     16     2     
1311   拔    0x000062D4   0x0000A3E0     16     16     2     
1312   拖    0x000062D6   0x0000A400     16     16     2     
1313   拘    0x000062D8   0x0000A420     16     16     2     
1314   拙    0x000062D9   0x0000A440     16     16     2     
1315   招    0x000062DB   0x0000A460     16     16     2     
1316   拜    0x000062DC   0x0000A480     16     16     2     
1317   拟    0x000062DF   0x0000A4A0     16     16     2     
1318   拢    0x000062E2   0x0000A4C0     16     16     2     
1319   拣    0x000062E3   0x0000A4E0     16     16     2     
1320   拥    0x000062E5   0x0000A500     16     16     2     
1321   拦    0x000062E6   0x0000A520     16     16     2     
1322   拧    0x000062E7   0x0000A540     16     16     2     
1323   拨    0x000062E8   0x0000A560     16     16     2     
1324   择    0x000062E9   0x0000A580     16     16     2     
1325   括    0x000062EC   0x0000A5A0     16     16     2     
1326   拭    0x000062ED   0x0000A5C0     16     16     2     
1327   拯    0x000062EF   0x0000A5E0     16     16     2     
1328   拱    0x000062F1   0x0000A600     16     16     2     
1329   拳    0x000062F3   0x0000A620     16     16     2     
1330   拴    0x000062F4   0x0000A640     16     16     2     
1331   拷    0x000062F7   0x0000A660     16     16     2     
1332   拼    0x000062FC   0x0000A680     16     16     2     
1333   拽    0x000062FD   0x0000A6A0     16     16     2     
1334   拾    0x000062FE   0x0000A6C0     16     16     2     
1335   拿    0x000062FF   0x0000A6E0     16     16     2     
1336   持    0x00006301   0x0000A700     16     16     2     
1337   挂    0x00006302   0x0000A720     16     16     2     
1338   指    0x00006307   0x0000A740     16     16     2     
1339   按    0x00006309   0x0000A760     16     16     2     
1340   挎    0x0000630E   0x0000A780     16     16     2     
1341   挑    0x00006311   0x0000A7A0     16     16     2     
1342   挖    0x00006316   0x0000A7C0     16     16     2     
1343   挚    0x0000631A   0x0000A7E0     16     16     2     
1344   挛    0x0000631B   0x0000A800     16     16     2     
1345   挝    0x0000631D   0x0000A820     16     16     2     
1346   挞    0x0000631E   0x0000A840     16     16     2     
1347   挟    0x0000631F   0x0000A860     16     16     2     
1348   挠    0x00006320   0x0000A880     16     16     2     
1349   挡    0x00006321   0x0000A8A0     16     16     2     
1350   挣    0x00006323   0x0000A8C0     16     16     2     
1351   挤    0x00006324   0x0000A8E0     16     16     2     
1352   挥    0x00006325   0x0000A900     16     16     2     
1353   挨    0x00006328   0x0000A920     16     16     2     
1354   挪    0x0000632A   0x0000A940     16     16     2     
1355   挫    0x0000632B   0x0000A960     16     16     2     
1356   振    0x0000632F   0x0000A980     16     16     2     
1357   挺    0x0000633A   0x0000A9A0     16     16     2     
1358   挽    0x0000633D   0x0000A9C0     16     16     2     
1359   捂    0x00006342   0x0000A9E0     16     16     2     
1360   捅    0x00006345   0x0000AA00     16     16     2     
1361   捆    0x00006346   0x0000AA20     16     16     2     
1362   捉    0x00006349   0x0000AA40     16     16     2     
1363   捌    0x0000634C   0x0000AA60     16     16     2     
1364   捍    0x0000634D   0x0000AA80     16     16     2     
1365   捎    0x0000634E   0x0000AAA0     16     16     2     
1366   捏    0x0000634F   0x0000AAC0     16     16     2     
1367   捐    0x00006350   0x0000AAE0     16     16     2     
1368   捕    0x00006355   0x0000AB00     16     16     2     
1369   捞    0x0000635E   0x0000AB20     16     16     2     
1370   损    0x0000635F   0x0000AB40     16     16     2     
1371   捡    0x00006361   0x0000AB60     16     16     2     
1372   换    0x00006362   0x0000AB80     16     16     2     
1373   捣    0x00006363   0x0000ABA0     16     16     2     
1374   捧    0x00006367   0x0000ABC0     16     16     2     
1375   据    0x0000636E   0x0000ABE0     16     16     2     
1376   捶    0x00006376   0x0000AC00     16     16     2     
1377   捷    0x00006377   0x0000AC20     16     16     2     
1378   捻    0x0000637B   0x0000AC40     16     16     2     
1379   掀    0x00006380   0x0000AC60     16     16     2     
1380   掂    0x00006382   0x0000AC80     16     16     2     
1381   掇    0x00006387   0x0000ACA0     16     16     2     
1382   授    0x00006388   0x0000ACC0     16     16     2     
1383   掉    0x00006389   0x0000ACE0     16     16     2     
1384   掌    0x0000638C   0x0000AD00     16     16     2     
1385   掏    0x0000638F   0x0000AD20     16     16     2     
1386   掐    0x00006390   0x0000AD40     16     16     2     
1387   排    0x00006392   0x0000AD60     16     16     2     
1388   掖    0x00006396   0x0000AD80     16     16     2     
1389   掘    0x00006398   0x0000ADA0     16     16     2     
1390   掠    0x000063A0   0x0000ADC0     16     16     2     
