CFGMEM_ID,HIDDEN,NAME,COMPATIBLE_DEVICES,MEM_DEVICE,MEM_TYPE,MEM_DENSITY,DATA_WIDTH,COMPATIBLE_RS_PINS,MEM_MANUFACTURER,MEM_INTERFACE_FILE,NUM_CFG_FILES,MEM_DEVICE_ALIAS,MEM_FAMILY
568,0,is25lp032d-qspi-x4-single,#NAME?,is25lp032d,qspi,32,x4-single,,ISSI,,1,,is25lp
569,0,is25lp032d-qspi-x4-dual_stacked,#NAME?,is25lp032d,qspi,32,x4-dual_stacked,,ISSI,,1,,is25lp
570,0,is25lp032d-qspi-x8-dual_parallel,#NAME?,is25lp032d,qspi,32,x8-dual_parallel,,ISSI,,1,,is25lp
571,0,is25lp032d-qspi-x2-single,#NAME?,is25lp032d,qspi,32,x2-single,,ISSI,,1,,is25lp
572,0,is25lp032d-qspi-x2-dual_stacked,#NAME?,is25lp032d,qspi,32,x2-dual_stacked,,ISSI,,1,,is25lp
573,0,is25lp032d-qspi-x1-single,#NAME?,is25lp032d,qspi,32,x1-single,,ISSI,,1,,is25lp
574,0,is25lp032d-qspi-x1-dual_stacked,#NAME?,is25lp032d,qspi,32,x1-dual_stacked,,ISSI,,1,,is25lp
577,0,mt29f8g08ab-nand-x8,-,mt29f8g08ab,nand,8192,x8,,Micron,,1,,mt29f
579,0,is25lp064a-qspi-x4-single,#NAME?,is25lp064a,qspi,64,x4-single,,ISSI,,1,,is25lp
580,0,is25lp064a-qspi-x4-dual_stacked,#NAME?,is25lp064a,qspi,64,x4-dual_stacked,,ISSI,,1,,is25lp
581,0,is25lp064a-qspi-x8-dual_parallel,#NAME?,is25lp064a,qspi,64,x8-dual_parallel,,ISSI,,1,,is25lp
582,0,is25lp064a-qspi-x2-single,#NAME?,is25lp064a,qspi,64,x2-single,,ISSI,,1,,is25lp
583,0,is25lp064a-qspi-x2-dual_stacked,#NAME?,is25lp064a,qspi,64,x2-dual_stacked,,ISSI,,1,,is25lp
584,0,is25lp064a-qspi-x1-single,#NAME?,is25lp064a,qspi,64,x1-single,,ISSI,,1,,is25lp
585,0,is25lp064a-qspi-x1-dual_stacked,#NAME?,is25lp064a,qspi,64,x1-dual_stacked,,ISSI,,1,,is25lp
586,0,w25q128fw-qspi-x4-single,#NAME?,w25q128fw,qspi,128,x4-single,,Winbond,,1,,w25q
587,0,w25q128fw-qspi-x4-dual_stacked,#NAME?,w25q128fw,qspi,128,x4-dual_stacked,,Winbond,,1,,w25q
588,0,w25q128fw-qspi-x8-dual_parallel,#NAME?,w25q128fw,qspi,128,x8-dual_parallel,,Winbond,,1,,w25q
589,0,w25q128fw-qspi-x2-single,#NAME?,w25q128fw,qspi,128,x2-single,,Winbond,,1,,w25q
590,0,w25q128fw-qspi-x2-dual_stacked,#NAME?,w25q128fw,qspi,128,x2-dual_stacked,,Winbond,,1,,w25q
591,0,w25q128fw-qspi-x1-single,#NAME?,w25q128fw,qspi,128,x1-single,,Winbond,,1,,w25q
592,0,w25q128fw-qspi-x1-dual_stacked,#NAME?,w25q128fw,qspi,128,x1-dual_stacked,,Winbond,,1,,w25q
593,0,mt29f64g08ae-nand-x8,-,mt29f64g08ae,nand,65536,x8,,Micron,,1,,mt29f
594,0,mt29f32g08ae-nand-x8,-,mt29f32g08ae,nand,32768,x8,,Micron,,1,,mt29f
595,0,mtfc8gakajcn-4m-emmc,#NAME?,mtfc8gakajcn-4m,emmc,65536,,,Micron,,1,,mtfc
596,0,is25wp256d-spi-x1_x2_x4,#NAME?,is25wp256d,spi,256,x1_x2_x4,,ISSI,,1,,is25wp
597,0,is25wp256d-spi-x1_x2_x4_x8,#NAME?,is25wp256d,spi,256,x1_x2_x4_x8,,ISSI,,2,,is25wp
598,0,is25wp016d-spi-x1_x2_x4,#NAME?,is25wp016d,spi,16,x1_x2_x4,,ISSI,,1,,is25wp
599,0,is25wp016d-spi-x1_x2_x4_x8,#NAME?,is25wp016d,spi,16,x1_x2_x4_x8,,ISSI,,2,,is25wp
600,0,is25lp032d-spi-x1_x2_x4,#NAME?,is25lp032d,spi,32,x1_x2_x4,,ISSI,,1,,is25lp
601,0,is25lp032d-spi-x1_x2_x4_x8,#NAME?,is25lp032d,spi,32,x1_x2_x4_x8,,ISSI,,2,,is25lp
602,0,is25lp064a-spi-x1_x2_x4,#NAME?,is25lp064a,spi,64,x1_x2_x4,,ISSI,,1,,is25lp
603,0,is25lp064a-spi-x1_x2_x4_x8,#NAME?,is25lp064a,spi,64,x1_x2_x4_x8,,ISSI,,2,,is25lp
624,0,mx25l12835f-qspi-x4-single,#NAME?,mx25l12835f,qspi,128,x4-single,,Macronix,,1,mx25l12833f-qspi-x4-single,mx25l
625,0,mx25l12835f-qspi-x4-dual_stacked,#NAME?,mx25l12835f,qspi,128,x4-dual_stacked,,Macronix,,1,mx25l12833f-qspi-x4-dual_stacked,mx25l
626,0,mx25l12835f-qspi-x8-dual_parallel,#NAME?,mx25l12835f,qspi,128,x8-dual_parallel,,Macronix,,1,mx25l12833f-qspi-x8-dual_parallel,mx25l
627,0,mx25l12835f-qspi-x2-single,#NAME?,mx25l12835f,qspi,128,x2-single,,Macronix,,1,mx25l12833f-qspi-x2-single,mx25l
628,0,mx25l12835f-qspi-x2-dual_stacked,#NAME?,mx25l12835f,qspi,128,x2-dual_stacked,,Macronix,,1,mx25l12833f-qspi-x2-dual_stacked,mx25l
629,0,mx25l12835f-qspi-x1-single,#NAME?,mx25l12835f,qspi,128,x1-single,,Macronix,,1,mx25l12833f-qspi-x1-single,mx25l
630,0,mx25l12835f-qspi-x1-dual_stacked,#NAME?,mx25l12835f,qspi,128,x1-dual_stacked,,Macronix,,1,mx25l12833f-qspi-x1-dual_stacked,mx25l
631,0,is25wp080d-spi-x1_x2_x4,#NAME?,is25wp080d,spi,8,x1_x2_x4,,ISSI,,1,,is25wp
632,0,is25wp080d-spi-x1_x2_x4_x8,#NAME?,is25wp080d,spi,8,x1_x2_x4_x8,,ISSI,,2,,is25wp
633,0,is25lp080d-spi-x1_x2_x4,#NAME?,is25lp080d,spi,8,x1_x2_x4,,ISSI,,1,,is25lp
634,0,is25lp080d-spi-x1_x2_x4_x8,#NAME?,is25lp080d,spi,8,x1_x2_x4_x8,,ISSI,,2,,is25lp
635,0,is25lp016d-spi-x1_x2_x4,#NAME?,is25lp016d,spi,16,x1_x2_x4,,ISSI,,1,,is25lp
636,0,is25lp016d-spi-x1_x2_x4_x8,#NAME?,is25lp016d,spi,16,x1_x2_x4_x8,,ISSI,,2,,is25lp
637,0,is25wp032d-spi-x1_x2_x4,#NAME?,is25wp032d,spi,32,x1_x2_x4,,ISSI,,1,,is25wp
638,0,is25wp032d-spi-x1_x2_x4_x8,#NAME?,is25wp032d,spi,32,x1_x2_x4_x8,,ISSI,,2,,is25wp
639,0,is25wp064a-spi-x1_x2_x4,#NAME?,is25wp064a,spi,64,x1_x2_x4,,ISSI,,1,,is25wp
640,0,is25wp064a-spi-x1_x2_x4_x8,#NAME?,is25wp064a,spi,64,x1_x2_x4_x8,,ISSI,,2,,is25wp
641,0,is25lp256d-spi-x1_x2_x4,#NAME?,is25lp256d,spi,256,x1_x2_x4,,ISSI,,1,,is25lp
642,0,is25lp256d-spi-x1_x2_x4_x8,#NAME?,is25lp256d,spi,256,x1_x2_x4_x8,,ISSI,,2,,is25lp
643,0,is25wp016d-qspi-x4-single,#NAME?,is25wp016d,qspi,16,x4-single,,ISSI,,1,,is25wp
644,0,is25wp016d-qspi-x4-dual_stacked,#NAME?,is25wp016d,qspi,16,x4-dual_stacked,,ISSI,,1,,is25wp
645,0,is25wp016d-qspi-x8-dual_parallel,#NAME?,is25wp016d,qspi,16,x8-dual_parallel,,ISSI,,1,,is25wp
646,0,is25wp016d-qspi-x2-single,#NAME?,is25wp016d,qspi,16,x2-single,,ISSI,,1,,is25wp
647,0,is25wp016d-qspi-x2-dual_stacked,#NAME?,is25wp016d,qspi,16,x2-dual_stacked,,ISSI,,1,,is25wp
648,0,is25wp016d-qspi-x1-single,#NAME?,is25wp016d,qspi,16,x1-single,,ISSI,,1,,is25wp
649,0,is25wp016d-qspi-x1-dual_stacked,#NAME?,is25wp016d,qspi,16,x1-dual_stacked,,ISSI,,1,,is25wp
650,0,is25wp064a-qspi-x4-single,#NAME?,is25wp064a,qspi,64,x4-single,,ISSI,,1,,is25wp
651,0,is25wp064a-qspi-x4-dual_stacked,#NAME?,is25wp064a,qspi,64,x4-dual_stacked,,ISSI,,1,,is25wp
652,0,is25wp064a-qspi-x8-dual_parallel,#NAME?,is25wp064a,qspi,64,x8-dual_parallel,,ISSI,,1,,is25wp
653,0,is25wp064a-qspi-x2-single,#NAME?,is25wp064a,qspi,64,x2-single,,ISSI,,1,,is25wp
654,0,is25wp064a-qspi-x2-dual_stacked,#NAME?,is25wp064a,qspi,64,x2-dual_stacked,,ISSI,,1,,is25wp
655,0,is25wp064a-qspi-x1-single,#NAME?,is25wp064a,qspi,64,x1-single,,ISSI,,1,,is25wp
656,0,is25wp064a-qspi-x1-dual_stacked,#NAME?,is25wp064a,qspi,64,x1-dual_stacked,,ISSI,,1,,is25wp
657,0,is25wp128f-qspi-x4-single,#NAME?,is25wp128f,qspi,128,x4-single,,ISSI,,1,,is25wp
658,0,is25wp128f-qspi-x4-dual_stacked,#NAME?,is25wp128f,qspi,128,x4-dual_stacked,,ISSI,,1,,is25wp
659,0,is25wp128f-qspi-x8-dual_parallel,#NAME?,is25wp128f,qspi,128,x8-dual_parallel,,ISSI,,1,,is25wp
660,0,is25wp128f-qspi-x2-single,#NAME?,is25wp128f,qspi,128,x2-single,,ISSI,,1,,is25wp
661,0,is25wp128f-qspi-x2-dual_stacked,#NAME?,is25wp128f,qspi,128,x2-dual_stacked,,ISSI,,1,,is25wp
662,0,is25wp128f-qspi-x1-single,#NAME?,is25wp128f,qspi,128,x1-single,,ISSI,,1,,is25wp
663,0,is25wp128f-qspi-x1-dual_stacked,#NAME?,is25wp128f,qspi,128,x1-dual_stacked,,ISSI,,1,,is25wp
664,0,mx25l12845g-qspi-x4-single,#NAME?,mx25l12845g,qspi,128,x4-single,,Macronix,,1,,mx25l
665,0,mx25l12845g-qspi-x4-dual_stacked,#NAME?,mx25l12845g,qspi,128,x4-dual_stacked,,Macronix,,1,,mx25l
666,0,mx25l12845g-qspi-x8-dual_parallel,#NAME?,mx25l12845g,qspi,128,x8-dual_parallel,,Macronix,,1,,mx25l
667,0,mx25l12845g-qspi-x2-single,#NAME?,mx25l12845g,qspi,128,x2-single,,Macronix,,1,,mx25l
668,0,mx25l12845g-qspi-x2-dual_stacked,#NAME?,mx25l12845g,qspi,128,x2-dual_stacked,,Macronix,,1,,mx25l
669,0,mx25l12845g-qspi-x1-single,#NAME?,mx25l12845g,qspi,128,x1-single,,Macronix,,1,,mx25l
670,0,mx25l12845g-qspi-x1-dual_stacked,#NAME?,mx25l12845g,qspi,128,x1-dual_stacked,,Macronix,,1,,mx25l
671,0,s25fl128l-spi-x1_x2_x4_x8,#NAME?,s25fl128l,spi,128,x1_x2_x4_x8,,Spansion,,2,,s25flxxxl
672,0,s25fl256l-spi-x1_x2_x4,#NAME?,s25fl256l,spi,256,x1_x2_x4,,Spansion,,1,,s25flxxxl
673,0,s25fl256l-spi-x1_x2_x4_x8,#NAME?,s25fl256l,spi,256,x1_x2_x4_x8,,Spansion,,2,,s25flxxxl
674,0,is25wp032d-qspi-x4-single,#NAME?,is25wp032d,qspi,32,x4-single,,ISSI,,1,,is25wp
675,0,is25wp032d-qspi-x4-dual_stacked,#NAME?,is25wp032d,qspi,32,x4-dual_stacked,,ISSI,,1,,is25wp
676,0,is25wp032d-qspi-x8-dual_parallel,#NAME?,is25wp032d,qspi,32,x8-dual_parallel,,ISSI,,1,,is25wp
677,0,is25wp032d-qspi-x2-single,#NAME?,is25wp032d,qspi,32,x2-single,,ISSI,,1,,is25wp
678,0,is25wp032d-qspi-x2-dual_stacked,#NAME?,is25wp032d,qspi,32,x2-dual_stacked,,ISSI,,1,,is25wp
679,0,is25wp032d-qspi-x1-single,#NAME?,is25wp032d,qspi,32,x1-single,,ISSI,,1,,is25wp
680,0,is25wp032d-qspi-x1-dual_stacked,#NAME?,is25wp032d,qspi,32,x1-dual_stacked,,ISSI,,1,,is25wp
681,0,is25lp016d-qspi-x4-single,#NAME?,is25lp016d,qspi,16,x4-single,,ISSI,,1,,is25lp
682,0,is25lp016d-qspi-x4-dual_stacked,#NAME?,is25lp016d,qspi,16,x4-dual_stacked,,ISSI,,1,,is25lp
683,0,is25lp016d-qspi-x8-dual_parallel,#NAME?,is25lp016d,qspi,16,x8-dual_parallel,,ISSI,,1,,is25lp
684,0,is25lp016d-qspi-x2-single,#NAME?,is25lp016d,qspi,16,x2-single,,ISSI,,1,,is25lp
685,0,is25lp016d-qspi-x2-dual_stacked,#NAME?,is25lp016d,qspi,16,x2-dual_stacked,,ISSI,,1,,is25lp
686,0,is25lp016d-qspi-x1-single,#NAME?,is25lp016d,qspi,16,x1-single,,ISSI,,1,,is25lp
687,0,is25lp016d-qspi-x1-dual_stacked,#NAME?,is25lp016d,qspi,16,x1-dual_stacked,,ISSI,,1,,is25lp
688,0,is25lp080d-qspi-x4-single,#NAME?,is25lp080d,qspi,8,x4-single,,ISSI,,1,,is25lp
689,0,is25lp080d-qspi-x4-dual_stacked,#NAME?,is25lp080d,qspi,8,x4-dual_stacked,,ISSI,,1,,is25lp
690,0,is25lp080d-qspi-x8-dual_parallel,#NAME?,is25lp080d,qspi,8,x8-dual_parallel,,ISSI,,1,,is25lp
691,0,is25lp080d-qspi-x2-single,#NAME?,is25lp080d,qspi,8,x2-single,,ISSI,,1,,is25lp
692,0,is25lp080d-qspi-x2-dual_stacked,#NAME?,is25lp080d,qspi,8,x2-dual_stacked,,ISSI,,1,,is25lp
693,0,is25lp080d-qspi-x1-single,#NAME?,is25lp080d,qspi,8,x1-single,,ISSI,,1,,is25lp
694,0,is25lp080d-qspi-x1-dual_stacked,#NAME?,is25lp080d,qspi,8,x1-dual_stacked,,ISSI,,1,,is25lp
695,0,is25wp080d-qspi-x4-single,#NAME?,is25wp080d,qspi,8,x4-single,,ISSI,,1,,is25wp
696,0,is25wp080d-qspi-x4-dual_stacked,#NAME?,is25wp080d,qspi,8,x4-dual_stacked,,ISSI,,1,,is25wp
697,0,is25wp080d-qspi-x8-dual_parallel,#NAME?,is25wp080d,qspi,8,x8-dual_parallel,,ISSI,,1,,is25wp
698,0,is25wp080d-qspi-x2-single,#NAME?,is25wp080d,qspi,8,x2-single,,ISSI,,1,,is25wp
699,0,is25wp080d-qspi-x2-dual_stacked,#NAME?,is25wp080d,qspi,8,x2-dual_stacked,,ISSI,,1,,is25wp
700,0,is25wp080d-qspi-x1-single,#NAME?,is25wp080d,qspi,8,x1-single,,ISSI,,1,,is25wp
701,0,is25wp080d-qspi-x1-dual_stacked,#NAME?,is25wp080d,qspi,8,x1-dual_stacked,,ISSI,,1,,is25wp
704,0,is25wp128f-spi-x1_x2_x4,#NAME?,is25wp128f,spi,128,x1_x2_x4,,ISSI,,1,,is25wp
705,0,is25wp128f-spi-x1_x2_x4_x8,#NAME?,is25wp128f,spi,128,x1_x2_x4_x8,,ISSI,,2,,is25wp
706,0,is25lp128f-spi-x1_x2_x4,#NAME?,is25lp128f,spi,128,x1_x2_x4,,ISSI,,1,,is25lp
707,0,is25lp128f-spi-x1_x2_x4_x8,#NAME?,is25lp128f,spi,128,x1_x2_x4_x8,,ISSI,,2,,is25lp
709,1,qspi-x1-single,#NAME?,qspi,qspi,0,x1-single,,,,1,,
710,1,qspi-x1-dual_stacked,#NAME?,qspi,qspi,0,x1-dual_stacked,,,,1,,
711,1,qspi-x2-dual_stacked,#NAME?,qspi,qspi,0,x2-dual_stacked,,,,1,,
712,1,qspi-x2-single,#NAME?,qspi,qspi,0,x2-single,,,,1,,
720,0,is25lp128f-qspi-x4-single,#NAME?,is25lp128f,qspi,128,x4-single,,ISSI,,1,,is25lp
721,0,is25lp128f-qspi-x4-dual_stacked,#NAME?,is25lp128f,qspi,128,x4-dual_stacked,,ISSI,,1,,is25lp
722,0,is25lp128f-qspi-x8-dual_parallel,#NAME?,is25lp128f,qspi,128,x8-dual_parallel,,ISSI,,1,,is25lp
723,0,is25lp128f-qspi-x2-single,#NAME?,is25lp128f,qspi,128,x2-single,,ISSI,,1,,is25lp
724,0,is25lp128f-qspi-x2-dual_stacked,#NAME?,is25lp128f,qspi,128,x2-dual_stacked,,ISSI,,1,,is25lp
725,0,is25lp128f-qspi-x1-single,#NAME?,is25lp128f,qspi,128,x1-single,,ISSI,,1,,is25lp
726,0,is25lp128f-qspi-x1-dual_stacked,#NAME?,is25lp128f,qspi,128,x1-dual_stacked,,ISSI,,1,,is25lp
734,0,is25wp512m-qspi-x4-single,#NAME?,is25wp512m,qspi,512,x4-single,,ISSI,,1,,is25wp
735,0,is25wp512m-qspi-x4-dual_stacked,#NAME?,is25wp512m,qspi,512,x4-dual_stacked,,ISSI,,1,,is25wp
736,0,is25wp512m-qspi-x8-dual_parallel,#NAME?,is25wp512m,qspi,512,x8-dual_parallel,,ISSI,,1,,is25wp
737,0,is25wp512m-qspi-x2-single,#NAME?,is25wp512m,qspi,512,x2-single,,ISSI,,1,,is25wp
738,0,is25wp512m-qspi-x2-dual_stacked,#NAME?,is25wp512m,qspi,512,x2-dual_stacked,,ISSI,,1,,is25wp
739,0,is25wp512m-qspi-x1-single,#NAME?,is25wp512m,qspi,512,x1-single,,ISSI,,1,,is25wp
740,0,is25wp512m-qspi-x1-dual_stacked,#NAME?,is25wp512m,qspi,512,x1-dual_stacked,,ISSI,,1,,is25wp
741,0,is25lp512m-qspi-x4-single,#NAME?,is25lp512m,qspi,512,x4-single,,ISSI,,1,,is25lp
742,0,is25lp512m-qspi-x4-dual_stacked,#NAME?,is25lp512m,qspi,512,x4-dual_stacked,,ISSI,,1,,is25lp
743,0,is25lp512m-qspi-x8-dual_parallel,#NAME?,is25lp512m,qspi,512,x8-dual_parallel,,ISSI,,1,,is25lp
744,0,is25lp512m-qspi-x2-single,#NAME?,is25lp512m,qspi,512,x2-single,,ISSI,,1,,is25lp
745,0,is25lp512m-qspi-x2-dual_stacked,#NAME?,is25lp512m,qspi,512,x2-dual_stacked,,ISSI,,1,,is25lp
746,0,is25lp512m-qspi-x1-single,#NAME?,is25lp512m,qspi,512,x1-single,,ISSI,,1,,is25lp
747,0,is25lp512m-qspi-x1-dual_stacked,#NAME?,is25lp512m,qspi,512,x1-dual_stacked,,ISSI,,1,,is25lp
748,0,mx66u2g45g-qspi-x4-single,#NAME?,mx66u2g45g,qspi,2048,x4-single,,Macronix,,1,,mx66u
749,0,mx66u2g45g-qspi-x4-dual_stacked,#NAME?,mx66u2g45g,qspi,2048,x4-dual_stacked,,Macronix,,1,,mx66u
750,0,mx66u2g45g-qspi-x8-dual_parallel,#NAME?,mx66u2g45g,qspi,2048,x8-dual_parallel,,Macronix,,1,,mx66u
751,0,mx66u2g45g-qspi-x2-single,#NAME?,mx66u2g45g,qspi,2048,x2-single,,Macronix,,1,,mx66u
752,0,mx66u2g45g-qspi-x2-dual_stacked,#NAME?,mx66u2g45g,qspi,2048,x2-dual_stacked,,Macronix,,1,,mx66u
753,0,mx66u2g45g-qspi-x1-single,#NAME?,mx66u2g45g,qspi,2048,x1-single,,Macronix,,1,,mx66u
754,0,mx66u2g45g-qspi-x1-dual_stacked,#NAME?,mx66u2g45g,qspi,2048,x1-dual_stacked,,Macronix,,1,,mx66u
755,0,mx66l2g45g-qspi-x4-single,#NAME?,mx66l2g45g,qspi,2048,x4-single,,Macronix,,1,,mx66l
756,0,mx66l2g45g-qspi-x4-dual_stacked,#NAME?,mx66l2g45g,qspi,2048,x4-dual_stacked,,Macronix,,1,,mx66l
757,0,mx66l2g45g-qspi-x8-dual_parallel,#NAME?,mx66l2g45g,qspi,2048,x8-dual_parallel,,Macronix,,1,,mx66l
758,0,mx66l2g45g-qspi-x2-single,#NAME?,mx66l2g45g,qspi,2048,x2-single,,Macronix,,1,,mx66l
759,0,mx66l2g45g-qspi-x2-dual_stacked,#NAME?,mx66l2g45g,qspi,2048,x2-dual_stacked,,Macronix,,1,,mx66l
760,0,mx66l2g45g-qspi-x1-single,#NAME?,mx66l2g45g,qspi,2048,x1-single,,Macronix,,1,,mx66l
761,0,mx66l2g45g-qspi-x1-dual_stacked,#NAME?,mx66l2g45g,qspi,2048,x1-dual_stacked,,Macronix,,1,,mx66l
762,0,mx25u51245g-qspi-x4-single,#NAME?,mx25u51245g,qspi,512,x4-single,,Macronix,,1,,mx25u
763,0,mx25u51245g-qspi-x4-dual_stacked,#NAME?,mx25u51245g,qspi,512,x4-dual_stacked,,Macronix,,1,,mx25u
764,0,mx25u51245g-qspi-x8-dual_parallel,#NAME?,mx25u51245g,qspi,512,x8-dual_parallel,,Macronix,,1,,mx25u
765,0,mx25u51245g-qspi-x2-single,#NAME?,mx25u51245g,qspi,512,x2-single,,Macronix,,1,,mx25u
766,0,mx25u51245g-qspi-x2-dual_stacked,#NAME?,mx25u51245g,qspi,512,x2-dual_stacked,,Macronix,,1,,mx25u
767,0,mx25u51245g-qspi-x1-single,#NAME?,mx25u51245g,qspi,512,x1-single,,Macronix,,1,,mx25u
768,0,mx25u51245g-qspi-x1-dual_stacked,#NAME?,mx25u51245g,qspi,512,x1-dual_stacked,,Macronix,,1,,mx25u
769,0,mx25l51245g-qspi-x4-single,#NAME?,mx25l51245g,qspi,512,x4-single,,Macronix,,1,,mx25l
770,0,mx25l51245g-qspi-x4-dual_stacked,#NAME?,mx25l51245g,qspi,512,x4-dual_stacked,,Macronix,,1,,mx25l
771,0,mx25l51245g-qspi-x8-dual_parallel,#NAME?,mx25l51245g,qspi,512,x8-dual_parallel,,Macronix,,1,,mx25l
772,0,mx25l51245g-qspi-x2-single,#NAME?,mx25l51245g,qspi,512,x2-single,,Macronix,,1,,mx25l
773,0,mx25l51245g-qspi-x2-dual_stacked,#NAME?,mx25l51245g,qspi,512,x2-dual_stacked,,Macronix,,1,,mx25l
774,0,mx25l51245g-qspi-x1-single,#NAME?,mx25l51245g,qspi,512,x1-single,,Macronix,,1,,mx25l
775,0,mx25l51245g-qspi-x1-dual_stacked,#NAME?,mx25l51245g,qspi,512,x1-dual_stacked,,Macronix,,1,,mx25l
776,0,s25fl064l-qspi-x4-single,#NAME?,s25fl064l,qspi,64,x4-single,,Spansion,,1,,s25flxxxl
777,0,s25fl064l-qspi-x4-dual_stacked,#NAME?,s25fl064l,qspi,64,x4-dual_stacked,,Spansion,,1,,s25flxxxl
778,0,s25fl064l-qspi-x8-dual_parallel,#NAME?,s25fl064l,qspi,64,x8-dual_parallel,,Spansion,,1,,s25flxxxl
779,0,s25fl064l-qspi-x2-single,#NAME?,s25fl064l,qspi,64,x2-single,,Spansion,,1,,s25flxxxl
780,0,s25fl064l-qspi-x2-dual_stacked,#NAME?,s25fl064l,qspi,64,x2-dual_stacked,,Spansion,,1,,s25flxxxl
781,0,s25fl064l-qspi-x1-single,#NAME?,s25fl064l,qspi,64,x1-single,,Spansion,,1,,s25flxxxl
782,0,s25fl064l-qspi-x1-dual_stacked,#NAME?,s25fl064l,qspi,64,x1-dual_stacked,,Spansion,,1,,s25flxxxl
783,0,mt29f16g08ab-nand-x8,-,mt29f16g08ab,nand,16384,x8,,Micron,,1,,mt29f
784,0,s25fl256l-qspi-x4-single,#NAME?,s25fl256l,qspi,256,x4-single,,Spansion,,1,,s25flxxxl
785,0,s25fl256l-qspi-x4-dual_stacked,#NAME?,s25fl256l,qspi,256,x4-dual_stacked,,Spansion,,1,,s25flxxxl
786,0,s25fl256l-qspi-x8-dual_parallel,#NAME?,s25fl256l,qspi,256,x8-dual_parallel,,Spansion,,1,,s25flxxxl
787,0,s25fl256l-qspi-x2-single,#NAME?,s25fl256l,qspi,256,x2-single,,Spansion,,1,,s25flxxxl
788,0,s25fl256l-qspi-x2-dual_stacked,#NAME?,s25fl256l,qspi,256,x2-dual_stacked,,Spansion,,1,,s25flxxxl
789,0,s25fl256l-qspi-x1-single,#NAME?,s25fl256l,qspi,256,x1-single,,Spansion,,1,,s25flxxxl
790,0,s25fl256l-qspi-x1-dual_stacked,#NAME?,s25fl256l,qspi,256,x1-dual_stacked,,Spansion,,1,,s25flxxxl
791,0,cfgmem-qspi-x4-single,#NAME?,cfgmem,qspi,2048,x4-single,, ,,1,, 
792,0,cfgmem-qspi-x4-dual_stacked,#NAME?,cfgmem,qspi,2048,x4-dual_stacked,, ,,1,, 
793,0,cfgmem-qspi-x8-dual_parallel,#NAME?,cfgmem,qspi,2048,x8-dual_parallel,, ,,1,, 
794,0,cfgmem-qspi-x2-single,#NAME?,cfgmem,qspi,2048,x2-single,, ,,1,, 
795,0,cfgmem-qspi-x2-dual_stacked,#NAME?,cfgmem,qspi,2048,x2-dual_stacked,, ,,1,, 
796,0,cfgmem-qspi-x1-single,#NAME?,cfgmem,qspi,2048,x1-single,, ,,1,, 
797,0,cfgmem-qspi-x1-dual_stacked,#NAME?,cfgmem,qspi,2048,x1-dual_stacked,, ,,1,, 
799,0,is25wp512m-spi-x1_x2_x4,#NAME?,is25wp512m,spi,512,x1_x2_x4,,ISSI,,1,,is25wp
800,0,is25wp512m-spi-x1_x2_x4_x8,#NAME?,is25wp512m,spi,512,x1_x2_x4_x8,,ISSI,,2,,is25wp
801,0,is25lp512m-spi-x1_x2_x4,#NAME?,is25lp512m,spi,512,x1_x2_x4,,ISSI,,1,,is25lp
802,0,is25lp512m-spi-x1_x2_x4_x8,#NAME?,is25lp512m,spi,512,x1_x2_x4_x8,,ISSI,,2,,is25lp
803,0,mx29gl128f-bpi-x8,#NAME?,mx29gl128f,bpi,128,x8,"""23:13""",Macronix,,1,,mx29gl
804,0,mx29gl128f-bpi-x16,#NAME?,mx29gl128f,bpi,128,x16,"""22:13""",Macronix,,1,,mx29gl
805,1,nand-x8-single,#NAME?,nand,nand,0,x8-single,,,,1,,
806,1,nand-x8-dual,#NAME?,nand,nand,0,x8-dual,,,,1,,
807,0,mt29f2g08ab-nand-x8-single,#NAME?,mt29f2g08ab,nand,2048,x8-single,,Micron,,1,,mt29f
808,0,mt29f2g08ab-nand-x8-dual,#NAME?,mt29f2g08ab,nand,2048,x8-dual,,Micron,,1,,mt29f
809,0,s34ml02g1-nand-x8-single,#NAME?,s34ml02g1,nand,2048,x8-single,,Spansion,,1,,s34ml
810,0,s34ml02g1-nand-x8-dual,#NAME?,s34ml02g1,nand,2048,x8-dual,,Spansion,,1,,s34ml
811,0,s34ml01g1-nand-x8-single,#NAME?,s34ml01g1,nand,1024,x8-single,,Spansion,,1,,s34ml
812,0,s34ml01g1-nand-x8-dual,#NAME?,s34ml01g1,nand,1024,x8-dual,,Spansion,,1,,s34ml
813,0,mt29f8g08ab-nand-x8-single,#NAME?,mt29f8g08ab,nand,8192,x8-single,,Micron,,1,,mt29f
814,0,mt29f8g08ab-nand-x8-dual,#NAME?,mt29f8g08ab,nand,8192,x8-dual,,Micron,,1,,mt29f
815,0,mt29f64g08ae-nand-x8-single,#NAME?,mt29f64g08ae,nand,65536,x8-single,,Micron,,1,,mt29f
816,0,mt29f64g08ae-nand-x8-dual,#NAME?,mt29f64g08ae,nand,65536,x8-dual,,Micron,,1,,mt29f
817,0,mt29f32g08ae-nand-x8-single,#NAME?,mt29f32g08ae,nand,32768,x8-single,,Micron,,1,,mt29f
818,0,mt29f32g08ae-nand-x8-dual,#NAME?,mt29f32g08ae,nand,32768,x8-dual,,Micron,,1,,mt29f
819,0,mt29f16g08ab-nand-x8-single,#NAME?,mt29f16g08ab,nand,16384,x8-single,,Micron,,1,,mt29f
